time,ram_limit,cpu_limit,n,lat99
1644339354,1792M,1.0,450,54860388
1644339420,2304M,1.0,400,53463580
1644339423,1152M,4.0,350,1879557
1644339432,1792M,1.0,550,52697694
1644339504,1792M,1.0,450,53924755
1644339560,2304M,1.0,500,54067471
1644339595,1408M,4.0,50,1410
1644339608,1920M,1.0,350,53105432
1644339680,1792M,1.0,550,54195655
1644339709,2176M,1.0,350,53872110
1644339720,1408M,4.0,50,10027
1644339754,1920M,1.0,450,53683885
1644339784,1408M,4.0,50,92257
1644339850,2176M,1.0,350,54249786
1644339855,1920M,1.0,450,54632909
1644339910,1408M,4.0,100,19105
1644339962,1920M,1.0,500,53869695
1644339974,1408M,4.0,100,83198
1644339980,1280M,4.0,50,1069
1644339982,2176M,1.0,350,53959447
1644340023,1920M,1.0,550,54466385
1644340037,1408M,4.0,100,73372
1644340101,1408M,4.0,100,91969
1644340104,1280M,4.0,50,1305
1644340120,1920M,1.0,500,54465571
1644340132,2176M,1.0,450,53927354
1644340165,1408M,4.0,100,65581
1644340168,1280M,4.0,100,2125
1644340187,2048M,1.0,400,52775212
1644340232,1280M,4.0,100,1820
1644340234,1408M,4.0,150,4610087
1644340286,1920M,1.0,600,54303085
1644340297,1280M,4.0,100,72281
1644340297,2048M,1.0,350,50745859
1644340300,1408M,4.0,150,27945
1644340341,2048M,1.0,450,54004269
1644340361,1280M,4.0,100,389025
1644340365,1408M,4.0,150,80433
1644340424,2048M,1.0,400,53990489
1644340425,1280M,4.0,100,279428
1644340427,2048M,1.0,350,54089439
1644340431,1408M,4.0,150,16668
1644340490,1280M,4.0,150,234819
1644340495,2048M,1.0,550,54522191
1644340498,1408M,4.0,150,34483
1644340555,2048M,1.0,450,54314861
1644340556,1280M,4.0,150,256654
1644340558,2048M,1.0,500,54399011
1644340565,1408M,4.0,200,135872
1644340621,1280M,4.0,150,223238
1644340633,1408M,4.0,200,116361
1644340651,2176M,1.0,250,51629047
1644340687,1280M,4.0,150,209437
1644340700,1408M,4.0,200,168509
1644340708,2048M,1.0,500,53695962
1644340710,1920M,1.0,350,53417098
1644340753,1280M,4.0,150,237843
1644340761,2176M,1.0,250,51065418
1644340768,1408M,4.0,200,154934
1644340820,1280M,4.0,200,498665
1644340835,1408M,4.0,200,250606
1644340858,1920M,1.0,450,53857830
1644340882,2176M,1.0,300,53145053
1644340882,2048M,1.0,600,54606734
1644340889,1280M,4.0,200,996436
1644340905,1408M,4.0,250,211610
1644340957,1280M,4.0,200,984003
1644340975,1408M,4.0,250,231827
1644341011,2176M,1.0,350,54047991
1644341013,2176M,1.0,400,53910100
1644341025,1280M,4.0,200,3266184
1644341036,1792M,1.0,350,53830091
1644341045,1408M,4.0,250,812295
1644341093,1280M,4.0,200,1313836
1644341116,1408M,4.0,250,1460456
1644341157,2176M,1.0,400,54148334
1644341157,2176M,1.0,400,54032884
1644341166,1280M,4.0,250,5963889
1644341183,1792M,1.0,450,54560824
1644341185,1408M,4.0,250,618820
1644341238,1280M,4.0,250,7696161
1644341257,1408M,4.0,300,4770814
1644341300,2176M,1.0,400,54432576
1644341300,2176M,1.0,400,53888211
1644341310,1280M,4.0,250,9190778
1644341330,1408M,4.0,300,5924923
1644341339,1792M,1.0,500,53127135
1644341382,1280M,4.0,250,7953009
1644341402,1408M,4.0,300,7185103
1644341442,2176M,1.0,450,54002916
1644341449,2176M,1.0,450,54462771
1644341455,1280M,4.0,250,7635674
1644341475,1408M,4.0,300,6588648
1644341477,1664M,1.0,350,53535006
1644341529,1280M,4.0,300,12238012
1644341548,1408M,4.0,300,9890002
1644341602,1280M,4.0,300,11671781
1644341602,2176M,1.0,550,54319256
1644341606,2176M,1.0,550,54500507
1644341623,1408M,4.0,350,17964634
1644341675,1280M,4.0,300,11172407
1644341698,1408M,4.0,350,16686898
1644341749,1280M,4.0,300,11546961
1644341765,2304M,1.0,400,54236050
1644341773,1408M,4.0,350,12995423
1644341790,2304M,1.0,400,54035990
1644341822,1280M,4.0,300,11289605
1644341848,1408M,4.0,350,15356425
1644341897,1280M,4.0,350,16957491
1644341913,2304M,1.0,450,52594097
1644341923,1408M,4.0,350,15793889
1644341949,2304M,1.0,500,54586305
1644341972,1280M,4.0,350,15513078
1644341999,1408M,4.0,400,20827877
1644342046,1280M,4.0,350,18961078
1644342075,1408M,4.0,400,20038798
1644342105,2304M,1.0,500,54050903
1644342120,1280M,4.0,350,15919600
1644342150,1408M,4.0,400,21313695
1644342194,1280M,4.0,350,15645557
1644342225,1408M,4.0,400,12471313
1644342266,2304M,1.0,600,53994022
1644342298,1408M,4.0,400,4654107
1644342374,1408M,4.0,450,7606312
1644342393,2432M,1.0,200,44808645
1644342449,1408M,4.0,450,11063542
1644342495,2432M,1.0,250,48213819
1644342524,1408M,4.0,450,8896803
1644342596,2432M,1.0,250,48035211
1644342599,1408M,4.0,450,7186548
1644342674,1408M,4.0,450,8407441
1644342698,2432M,1.0,250,47708622
1644342747,1408M,4.0,500,816636
1644342798,2304M,1.0,550,54499368
1644342805,2432M,1.0,300,51763285
1644342921,2432M,1.0,300,50276952
1644342939,2432M,1.0,250,49260965
1644343045,2432M,1.0,300,51054265
1644343068,2432M,1.0,350,52325657
1644343151,2432M,1.0,300,51872206
1644343213,2432M,1.0,400,53063347
1644343268,2432M,1.0,350,53198285
1644343359,2432M,1.0,500,54448515
1644343410,2432M,1.0,400,53638258
1644343484,1536M,4.0,100,2109
1644343508,2432M,1.0,600,54674886
1644343548,1536M,4.0,100,2019
1644343553,2432M,1.0,500,53932634
1644343612,1536M,4.0,100,1156
1644343631,2560M,1.0,250,49323846
1644343675,1536M,4.0,100,5315
1644343700,2432M,1.0,550,54037783
1644343737,2560M,1.0,300,51461118
1644343739,1536M,4.0,100,2506
1644343804,1536M,4.0,150,70985
1644343844,2560M,1.0,300,50631187
1644343846,2560M,1.0,250,48882794
1644343869,1536M,4.0,150,111758
1644343935,1536M,4.0,150,59716
1644343955,2560M,1.0,350,51611656
1644343955,2560M,1.0,300,50773551
1644344000,1536M,4.0,150,52403
1644344062,2560M,1.0,350,52574898
1644344065,1536M,4.0,150,59824
1644344080,2560M,1.0,400,52813787
1644344131,1536M,4.0,200,235747
1644344180,2560M,1.0,400,53275592
1644344198,1536M,4.0,200,133733
1644344223,2560M,1.0,450,53536579
1644344265,1536M,4.0,200,131487
1644344321,2560M,1.0,450,53719630
1644344332,1536M,4.0,200,152873
1644344371,2560M,1.0,500,53845739
1644344399,1536M,4.0,200,121774
1644344467,2560M,1.0,500,53890189
1644344467,1536M,4.0,250,189334
1644344523,2560M,1.0,550,53682016
1644344535,1536M,4.0,250,227833
1644344603,1536M,4.0,250,210217
1644344611,2560M,1.0,550,54127401
1644344671,1536M,4.0,250,189611
1644344677,2560M,1.0,600,54239678
1644344739,1536M,4.0,250,224251
1644344748,2688M,1.0,200,48727647
1644344794,2688M,1.0,300,50658473
1644344808,1536M,4.0,300,322482
1644344849,2688M,1.0,200,48233208
1644344878,1536M,4.0,300,292184
1644344902,2688M,1.0,300,50972014
1644344948,1536M,4.0,300,266417
1644344954,2688M,1.0,250,48853782
1644345011,2688M,1.0,350,52599053
1644345018,1536M,4.0,300,266054
1644345063,2688M,1.0,300,50786004
1644345087,1536M,4.0,300,272960
1644345126,2688M,1.0,400,53303772
1644345158,1536M,4.0,350,403563
1644345175,2688M,1.0,300,51487502
1644345230,1536M,4.0,350,384628
1644345269,2688M,1.0,450,52627555
1644345288,2688M,1.0,350,52027264
1644345301,1536M,4.0,350,840927
1644345372,1536M,4.0,350,385129
1644345406,2688M,1.0,400,53099753
1644345420,2688M,1.0,550,54579291
1644345444,1536M,4.0,350,413709
1644345517,1536M,4.0,400,6944478
1644345548,2688M,1.0,450,53553853
1644345571,2816M,1.0,100,37457692
1644345592,1536M,4.0,400,7333041
1644345653,2816M,1.0,150,46235758
1644345666,1536M,4.0,400,6626671
1644345696,2688M,1.0,500,53827829
1644345740,1536M,4.0,400,7583681
1644345750,2816M,1.0,150,43692471
1644345814,1536M,4.0,400,8421484
1644345849,2816M,1.0,150,45464142
1644345850,2688M,1.0,600,54568850
1644345890,1536M,4.0,450,11553928
1644345948,2816M,1.0,150,46455518
1644345967,1536M,4.0,450,10860839
1644345985,2816M,1.0,250,48819158
1644346042,1536M,4.0,450,10434147
1644346048,2816M,1.0,150,45488027
1644346094,2816M,1.0,300,50936221
1644346118,1536M,4.0,450,11082915
1644346149,2816M,1.0,200,48533912
1644346193,1536M,4.0,450,11401626
1644346206,2816M,1.0,350,51865997
1644346250,2816M,1.0,200,48107960
1644346269,1536M,4.0,500,1331352
1644346328,2816M,1.0,400,53555660
1644346355,2816M,1.0,200,47397094
1644346422,1536M,4.0,500,15317814
1644346457,2816M,1.0,200,46516173
1644346458,2816M,1.0,450,53087680
1644346560,2816M,1.0,250,49869976
1644346605,2816M,1.0,500,53795573
1644346637,1664M,4.0,50,3548
1644346668,2816M,1.0,250,50511181
1644346760,2816M,1.0,600,54778498
1644346761,1664M,4.0,50,1066
1644346775,2816M,1.0,300,52182927
1644346890,2944M,1.0,350,53523008
1644346907,2816M,1.0,350,52981840
1644346949,1664M,4.0,100,5227
1644347007,2944M,1.0,400,53527264
1644347013,1664M,4.0,100,2350
1644347040,2816M,1.0,400,52272696
1644347076,1664M,4.0,100,1367
1644347140,1664M,4.0,100,2381
1644347143,2944M,1.0,500,52921908
1644347160,2816M,1.0,450,53851104
1644347204,1664M,4.0,100,1375
1644347269,1664M,4.0,150,55820
1644347277,2944M,1.0,550,54627860
1644347310,2816M,1.0,550,53987267
1644347334,1664M,4.0,150,63366
1644347399,1664M,4.0,150,53116
1644347412,3072M,1.0,150,42953143
1644347460,2944M,1.0,150,43754379
1644347464,1664M,4.0,150,38153
1644347509,3072M,1.0,150,43434298
1644347529,1664M,4.0,150,51092
1644347556,2944M,1.0,150,44312741
1644347596,1664M,4.0,200,137359
1644347604,3072M,1.0,200,47415778
1644347654,2944M,1.0,150,43421796
1644347662,1664M,4.0,200,267310
1644347708,3072M,1.0,200,48656864
1644347729,1664M,4.0,200,144417
1644347746,2944M,1.0,150,44072354
1644347796,1664M,4.0,200,136869
1644347814,3072M,1.0,200,47497728
1644347846,2944M,1.0,200,47208457
1644347862,1664M,4.0,200,125292
1644347916,3072M,1.0,200,47727906
1644347930,1664M,4.0,250,183599
1644347948,2944M,1.0,200,47843888
1644347998,1664M,4.0,250,192382
1644348018,3072M,1.0,200,47276339
1644348050,2944M,1.0,200,46436311
1644348066,1664M,4.0,250,235072
1644348122,3072M,1.0,250,49099647
1644348134,1664M,4.0,250,231140
1644348155,2944M,1.0,250,48898863
1644348202,1664M,4.0,250,197616
1644348231,3072M,1.0,300,51313706
1644348261,2944M,1.0,300,51497685
1644348272,1664M,4.0,300,241579
1644348337,3072M,1.0,300,51917054
1644348342,1664M,4.0,300,282696
1644348373,2944M,1.0,350,52233751
1644348412,1664M,4.0,300,243677
1644348448,3072M,1.0,350,52022339
1644348482,1664M,4.0,300,248193
1644348497,2944M,1.0,400,52941430
1644348552,1664M,4.0,300,269792
1644348575,3072M,1.0,400,53178425
1644348623,1664M,4.0,350,415987
1644348636,2944M,1.0,450,53814540
1644348694,1664M,4.0,350,371143
1644348720,3072M,1.0,500,54202016
1644348765,1664M,4.0,350,560984
1644348780,2944M,1.0,500,53927184
1644348836,1664M,4.0,350,389208
1644348868,3072M,1.0,500,53968154
1644348907,1664M,4.0,350,444562
1644348932,2944M,1.0,600,54261700
1644348981,1664M,4.0,400,6168262
1644349019,3072M,1.0,550,54543277
1644349055,1664M,4.0,400,6631857
1644349062,3072M,1.0,250,49432477
1644349130,1664M,4.0,400,7506774
1644349160,3200M,1.0,250,49207146
1644349167,3072M,1.0,250,49373429
1644349205,1664M,4.0,400,6307841
1644349265,3200M,1.0,300,51403115
1644349270,3072M,1.0,300,51828717
1644349279,1664M,4.0,400,6420651
1644349355,1664M,4.0,450,11753131
1644349373,3200M,1.0,300,51214143
1644349383,3072M,1.0,350,52296400
1644349430,1664M,4.0,450,11266470
1644349486,3200M,1.0,350,52442117
1644349505,1664M,4.0,450,11175313
1644349516,3072M,1.0,400,52116174
1644349580,1664M,4.0,450,11911059
1644349613,3200M,1.0,400,53249451
1644349655,3072M,1.0,500,54162960
1644349656,1664M,4.0,450,9390413
1644349733,1664M,4.0,500,13665771
1644349762,3200M,1.0,500,53904634
1644349805,3072M,1.0,550,53781344
1644349903,3200M,1.0,550,54174557
1644349940,3200M,1.0,250,47898963
1644350029,3328M,1.0,100,32562453
1644350041,3200M,1.0,250,47710582
1644350102,3328M,1.0,100,31702898
1644350142,3200M,1.0,250,46727916
1644350174,3328M,1.0,100,31035758
1644350243,3200M,1.0,250,47838824
1644350246,3328M,1.0,100,32858678
1644350316,3328M,1.0,100,31789433
1644350346,3200M,1.0,300,48613042
1644350390,3328M,1.0,150,44351115
1644350419,1664M,4.0,500,13764122
1644350455,3200M,1.0,300,51494469
1644350487,3328M,1.0,150,46371441
1644350496,1664M,4.0,500,14344619
1644350561,3200M,1.0,350,53458645
1644350573,1664M,4.0,500,15234873
1644350585,3328M,1.0,150,44710430
1644350677,3200M,1.0,400,53100351
1644350684,3328M,1.0,150,44296553
1644350774,3328M,1.0,150,46639243
1644350821,3200M,1.0,450,52750727
1644350879,3328M,1.0,200,46839153
1644350966,3200M,1.0,500,54138214
1644350983,3328M,1.0,250,49147285
1644351089,3328M,1.0,250,50319164
1644351129,3200M,1.0,600,50531728
1644351193,1792M,4.0,50,2577
1644351194,3328M,1.0,300,52715938
1644351252,3328M,1.0,350,53245229
1644351308,3328M,1.0,350,53159590
1644351376,3328M,1.0,450,54030170
1644351381,1792M,4.0,100,2040
1644351436,3328M,1.0,400,52896999
1644351445,1792M,4.0,100,1248
1644351509,1792M,4.0,100,1379
1644351519,3328M,1.0,500,53761208
1644351572,1792M,4.0,100,11646
1644351587,3328M,1.0,450,53815279
1644351636,1792M,4.0,100,1254
1644351667,3328M,1.0,550,54512350
1644351701,1792M,4.0,150,50919
1644351733,3328M,1.0,500,53916309
1644351767,1792M,4.0,150,62345
1644351807,3456M,1.0,250,48340048
1644351832,1792M,4.0,150,54247
1644351882,3328M,1.0,550,54441268
1644351897,1792M,4.0,150,50348
1644351915,3456M,1.0,300,50783631
1644351962,1792M,4.0,150,51563
1644352021,3456M,1.0,300,51411483
1644352029,1792M,4.0,200,147918
1644352034,3328M,1.0,600,54264588
1644352096,1792M,4.0,200,138305
1644352139,3456M,1.0,350,52010374
1644352142,3456M,1.0,200,46765915
1644352163,1792M,4.0,200,137882
1644352230,1792M,4.0,200,154815
1644352248,3456M,1.0,250,49376879
1644352255,3456M,1.0,400,52916662
1644352297,1792M,4.0,200,169580
1644352355,3456M,1.0,300,51414622
1644352365,1792M,4.0,250,185190
1644352398,3456M,1.0,450,53860142
1644352433,1792M,4.0,250,245342
1644352463,3456M,1.0,300,50608479
1644352501,1792M,4.0,250,154558
1644352548,3456M,1.0,550,53736938
1644352567,3456M,1.0,350,52550668
1644352570,1792M,4.0,250,200255
1644352638,1792M,4.0,250,203480
1644352687,3456M,1.0,400,53142179
1644352698,3584M,1.0,150,44904715
1644352708,1792M,4.0,300,266754
1644352778,1792M,4.0,300,280084
1644352796,3584M,1.0,150,44649561
1644352824,3456M,1.0,450,53676634
1644352848,1792M,4.0,300,255916
1644352895,3584M,1.0,150,42916261
1644352917,1792M,4.0,300,251350
1644352974,3456M,1.0,550,54198477
1644352987,1792M,4.0,300,262379
1644352995,3584M,1.0,200,47924766
1644353058,1792M,4.0,350,346713
1644353102,3584M,1.0,200,46754840
1644353118,3584M,1.0,200,47063181
1644353130,1792M,4.0,350,364447
1644353201,1792M,4.0,350,530089
1644353207,3584M,1.0,250,49244474
1644353221,3584M,1.0,200,47480669
1644353273,1792M,4.0,350,393832
1644353314,3584M,1.0,300,51432682
1644353326,3584M,1.0,250,49297813
1644353344,1792M,4.0,350,341063
1644353418,1792M,4.0,400,6616073
1644353422,3584M,1.0,300,51031856
1644353432,3584M,1.0,250,49219618
1644353492,1792M,4.0,400,7337065
1644353537,3584M,1.0,350,52646700
1644353539,3584M,1.0,250,49098080
1644353566,1792M,4.0,400,5786875
1644353640,1792M,4.0,400,6609480
1644353647,3584M,1.0,300,50802249
1644353656,3584M,1.0,400,52889985
1644353714,1792M,4.0,400,5779566
1644353761,3584M,1.0,350,52190955
1644353790,1792M,4.0,450,9480376
1644353798,3584M,1.0,450,53746686
1644353865,1792M,4.0,450,10016854
1644353886,3584M,1.0,400,53275027
1644353940,1792M,4.0,450,13276335
1644353944,3584M,1.0,550,54189455
1644354016,1792M,4.0,450,9393289
1644354029,3584M,1.0,450,54232660
1644354092,1792M,4.0,450,12358125
1644354092,3712M,1.0,150,45066584
1644354168,1792M,4.0,500,13332860
1644354178,3584M,1.0,550,54286824
1644354192,3712M,1.0,200,48301412
1644354244,1792M,4.0,500,15915741
1644354295,3712M,1.0,200,47732224
1644354321,1792M,4.0,500,15455257
1644354331,3712M,1.0,250,49274881
1644354397,1792M,4.0,500,15427615
1644354398,3712M,1.0,200,47959010
1644354436,3712M,1.0,250,49575673
1644354473,1792M,4.0,500,15221041
1644354499,3712M,1.0,200,48057897
1644354542,3712M,1.0,300,51783412
1644354551,1792M,4.0,550,16582473
1644354604,3712M,1.0,250,49904705
1644354629,1792M,4.0,550,17691755
1644354656,3712M,1.0,350,52565802
1644354706,1792M,4.0,550,17814438
1644354711,3712M,1.0,250,49346263
1644354784,1792M,4.0,550,20789156
1644354784,3712M,1.0,400,53203634
1644354820,3712M,1.0,300,51503752
1644354862,1792M,4.0,550,17918789
1644354955,3712M,1.0,350,51621791
1644355089,3712M,1.0,400,52468979
1644355236,3712M,1.0,450,54173915
1644355388,3712M,1.0,500,53853877
1644355395,1920M,4.0,50,6921
1644355521,1920M,4.0,100,4462
1644355570,3712M,1.0,550,54053420
1644355585,1920M,4.0,100,1436
1644355649,1920M,4.0,100,1884
1644355712,1920M,4.0,100,1608
1644355749,3712M,1.0,550,54680541
1644355776,1920M,4.0,100,1433
1644355841,1920M,4.0,150,71804
1644355893,3840M,1.0,300,50653525
1644355906,1920M,4.0,150,30643
1644355972,1920M,4.0,150,96646
1644356000,3840M,1.0,300,50518237
1644356037,1920M,4.0,150,68471
1644356102,1920M,4.0,150,46684
1644356106,3840M,1.0,350,51889822
1644356169,1920M,4.0,200,125327
1644356235,3840M,1.0,400,53099572
1644356235,1920M,4.0,200,125064
1644356302,1920M,4.0,200,364532
1644356357,3840M,1.0,450,52645701
1644356369,1920M,4.0,200,125504
1644356435,1920M,4.0,200,128198
1644356500,3840M,1.0,500,53926290
1644356504,1920M,4.0,250,216323
1644356572,1920M,4.0,250,185841
1644356640,1920M,4.0,250,211923
1644356649,3840M,1.0,600,54130672
1644356708,1920M,4.0,250,179589
1644356777,1920M,4.0,250,228162
1644356783,3968M,1.0,250,48448357
1644356846,1920M,4.0,300,265681
1644356890,3968M,1.0,300,50794867
1644356916,1920M,4.0,300,254475
1644356985,1920M,4.0,300,276292
1644357001,3968M,1.0,350,51938863
1644357055,1920M,4.0,300,286248
1644357118,3968M,1.0,400,52208966
1644357124,1920M,4.0,300,274598
1644357195,1920M,4.0,350,376371
1644357239,3968M,1.0,450,53281238
1644357267,1920M,4.0,350,381854
1644357338,1920M,4.0,350,390944
1644357384,3968M,1.0,500,53390160
1644357410,1920M,4.0,350,418527
1644357481,1920M,4.0,350,371496
1644357535,3968M,1.0,550,53440315
1644357555,1920M,4.0,400,6090204
1644357628,1920M,4.0,400,8742758
1644357685,4096M,1.0,300,51008467
1644357703,1920M,4.0,400,7544127
1644357777,1920M,4.0,400,6825802
1644357794,4096M,1.0,300,50368895
1644357851,1920M,4.0,400,7784475
1644357904,4096M,1.0,350,52366836
1644357926,1920M,4.0,450,12430592
1644358002,1920M,4.0,450,8881545
1644358021,4096M,1.0,400,50525775
1644358077,1920M,4.0,450,9380041
1644358153,1920M,4.0,450,10350873
1644358164,4096M,1.0,450,53792465
1644358227,1920M,4.0,450,9542225
1644358304,1920M,4.0,500,16242060
1644358308,4096M,1.0,500,54005774
1644358380,1920M,4.0,500,15577676
1644358457,1920M,4.0,500,13750119
1644358533,1920M,4.0,500,14821239
1644358608,1920M,4.0,500,18630594
1646060014,512M,0.5,50,1472031
1646060076,512M,0.5,50,835150
1646060139,512M,0.5,50,595850
1646060202,512M,0.5,50,378450
1646060265,512M,0.5,50,287068
1646060329,512M,0.5,100,13221296
1646060678,640M,0.5,200,32616620
1646061015,768M,0.5,50,206572
1646061078,768M,0.5,50,201802
1646061141,768M,0.5,50,164350
1646061204,768M,0.5,50,197335
1646061267,768M,0.5,50,121685
1646061335,768M,0.5,100,16272958
1646061404,768M,0.5,100,16533903
1646061473,768M,0.5,100,16340255
1646061541,768M,0.5,100,16040243
1646061610,768M,0.5,100,16144309
1646061680,768M,0.5,150,29965037
1646061750,768M,0.5,150,29854934
1646061821,768M,0.5,150,29017950
1646061892,768M,0.5,150,29952274
1646061962,768M,0.5,150,29825164
1646062034,768M,0.5,200,36623520
1646062110,768M,0.5,200,36697798
1646062187,768M,0.5,200,36606165
1646062263,768M,0.5,200,36590654
1646062342,768M,0.5,250,41334584
1646062898,896M,0.5,50,172824
1646062961,896M,0.5,50,189461
1646063023,896M,0.5,50,181173
1646063086,896M,0.5,50,188789
1646063155,896M,0.5,100,15064439
1646063223,896M,0.5,100,15788169
1646063292,896M,0.5,100,15579661
1646063361,896M,0.5,100,16216474
1646063429,896M,0.5,100,16355492
1646063501,896M,0.5,150,28261698
1646063571,896M,0.5,150,28984441
1646063641,896M,0.5,150,29256973
1646063711,896M,0.5,150,29047182
1646063781,896M,0.5,150,29609232
1646063853,896M,0.5,200,36231635
1646063929,896M,0.5,200,36282436
1646064005,896M,0.5,200,36205715
1646064082,896M,0.5,200,36097697
1646064160,896M,0.5,200,36495255
1646064237,896M,0.5,250,41359704
1646064323,896M,0.5,250,40814772
1646064409,896M,0.5,250,40956673
1646064496,896M,0.5,250,41161347
1646064581,896M,0.5,250,41406579
1646064739,896M,0.5,300,43465493
1646064997,1024M,0.5,50,176826
1646065060,1024M,0.5,50,184778
1646065122,1024M,0.5,50,193872
1646065185,1024M,0.5,50,178464
1646065248,1024M,0.5,50,194272
1646065317,1024M,0.5,100,14806291
1646065385,1024M,0.5,100,14588964
1646325281,512M,0.5,50,301593
1646325344,512M,0.5,50,190555
1646325407,512M,0.5,50,185756
1646325469,512M,0.5,50,178325
1646325532,512M,0.5,50,180085
1646325596,512M,0.5,100,11725824
1646325942,640M,0.5,150,29737596
1646326283,768M,0.5,50,198855
1646326346,768M,0.5,50,198473
1646326409,768M,0.5,50,254670
1646326471,768M,0.5,50,246751
1646326534,768M,0.5,50,168839
1646326603,768M,0.5,100,14971145
1646326671,768M,0.5,100,15397580
1646326740,768M,0.5,100,15985469
1646326809,768M,0.5,100,15895771
1646326878,768M,0.5,100,15343082
1646326948,768M,0.5,150,29616723
1646327018,768M,0.5,150,29600378
1646327090,768M,0.5,150,28809750
1646327160,768M,0.5,150,28952436
1646327230,768M,0.5,150,29187011
1646327301,768M,0.5,200,36336759
1646327378,768M,0.5,200,36393190
1646327454,768M,0.5,200,36459696
1646327530,768M,0.5,200,36532390
1646327607,768M,0.5,200,36125059
1646327750,768M,0.5,250,36702135
1646328086,896M,0.5,50,198505
1646328149,896M,0.5,50,124894
1646328211,896M,0.5,50,264153
1646328274,896M,0.5,50,181619
1646328337,896M,0.5,50,227362
1646328405,896M,0.5,100,16290212
1646328474,896M,0.5,100,15712156
1646328543,896M,0.5,100,16021129
1646328612,896M,0.5,100,16639578
1646328680,896M,0.5,100,17130039
1646328750,896M,0.5,150,30106173
1646328821,896M,0.5,150,29172237
1646328892,896M,0.5,150,28446369
1646328962,896M,0.5,150,28946951
1646329032,896M,0.5,150,28865912
1646329104,896M,0.5,200,36244424
1646329180,896M,0.5,200,36282777
1646329256,896M,0.5,200,36563876
1646329333,896M,0.5,200,37164793
1646329411,896M,0.5,200,36081779
1646329489,896M,0.5,250,41155236
1646329575,896M,0.5,250,40855177
1646329662,896M,0.5,250,41111347
1646329750,896M,0.5,250,41232373
1646329835,896M,0.5,250,41179371
1646329924,896M,0.5,300,42946627
1646330248,1024M,0.5,50,217782
1646330311,1024M,0.5,50,187359
1646330373,1024M,0.5,50,184788
1646330436,1024M,0.5,50,180800
1646330499,1024M,0.5,50,179667
1646330568,1024M,0.5,100,14975515
1646330636,1024M,0.5,100,14796698
1646330705,1024M,0.5,100,15523755
1646330774,1024M,0.5,100,16473856
1646330842,1024M,0.5,100,16058385
1646330913,1024M,0.5,150,28235123
1646330984,1024M,0.5,150,29500517
1646331054,1024M,0.5,150,28897736
1646331124,1024M,0.5,150,28934765
1646331194,1024M,0.5,150,30147559
1646331266,1024M,0.5,200,36432453
1646331342,1024M,0.5,200,36044300
1646331417,1024M,0.5,200,36104822
1646331494,1024M,0.5,200,35888878
1646331572,1024M,0.5,250,41343058
1646331658,1024M,0.5,250,41123353
1646331745,1024M,0.5,250,40644904
1646331833,1024M,0.5,300,42923368
1646331925,1024M,0.5,300,43043446
1646332018,1024M,0.5,300,42800470
1646332111,1024M,0.5,300,42922305
1646332207,1024M,0.5,350,44700940
1646332527,1152M,0.5,50,174299
1646332590,1152M,0.5,50,115298
1646332653,1152M,0.5,50,186113
1646332715,1152M,0.5,50,175703
1646332778,1152M,0.5,50,181755
1646332847,1152M,0.5,100,14673296
1646332916,1152M,0.5,100,14427015
1646332984,1152M,0.5,100,14426474
1646333053,1152M,0.5,100,14528077
1646333122,1152M,0.5,100,13793505
1646333193,1152M,0.5,150,28999940
1646333263,1152M,0.5,150,28562900
1646333333,1152M,0.5,150,29486312
1646333403,1152M,0.5,150,28879458
1646333474,1152M,0.5,150,28876622
1646333545,1152M,0.5,200,35988016
1646333621,1152M,0.5,200,36130666
1646333696,1152M,0.5,200,35959334
1646333773,1152M,0.5,200,35712699
1646333849,1152M,0.5,200,36014411
1646333926,1152M,0.5,250,40870444
1646334011,1152M,0.5,250,40974850
1646334098,1152M,0.5,250,40479038
1646334184,1152M,0.5,250,40905895
1646334270,1152M,0.5,250,40731025
1646334358,1152M,0.5,300,42606863
1646334451,1152M,0.5,300,43039055
1646334544,1152M,0.5,300,42586965
1646334639,1152M,0.5,350,45928171
1646334890,1280M,0.5,50,188462
1646334952,1280M,0.5,50,190509
1646335015,1280M,0.5,50,169556
1646335078,1280M,0.5,50,187787
1646335141,1280M,0.5,50,189074
1646335210,1280M,0.5,100,14760217
1646335278,1280M,0.5,100,14757291
1646335347,1280M,0.5,100,15241447
1646335416,1280M,0.5,100,14780169
1646335484,1280M,0.5,100,14595262
1646335555,1280M,0.5,150,28859940
1646335625,1280M,0.5,150,28319580
1646335695,1280M,0.5,150,28694867
1646335765,1280M,0.5,150,28821846
1646335836,1280M,0.5,150,28921150
1646335907,1280M,0.5,200,36292744
1646335983,1280M,0.5,200,36044262
1646336059,1280M,0.5,200,36025003
1646336135,1280M,0.5,200,35686702
1646336212,1280M,0.5,200,36289934
1646336289,1280M,0.5,250,40782840
1646336375,1280M,0.5,250,41196159
1646336463,1280M,0.5,250,40387096
1646336551,1280M,0.5,300,42994792
1646336643,1280M,0.5,300,43342027
1646336737,1280M,0.5,300,42932958
1646336829,1280M,0.5,300,43166678
1646336924,1280M,0.5,350,46129404
1646337024,1280M,0.5,350,45939205
1646337123,1280M,0.5,350,45764823
1646337225,1280M,0.5,400,47903889
1646337327,1280M,0.5,400,47030288
1646337430,1280M,0.5,450,48258443
1646337674,1408M,0.5,50,175678
1646337737,1408M,0.5,50,185643
1646337799,1408M,0.5,50,182430
1646337862,1408M,0.5,50,189424
