time,ram_limit,cpu_limit,ram_usage,cpu_usage,n,lat95
1644330367,1280M,0.5,771747840.0,0.226508,600,53919272
1644330368,896M,4.0,320299008.0,1.409189,100,937
1644330414,1408M,0.5,929071104.0,0.227543,500,54057586
1644330428,768M,4.0,245198848.0,1.166537,50,1910
1644330432,896M,4.0,291115008.0,1.556367,100,872
1644330434,4096M,1.0,304328704.0,0.058984,50,25731836
1644330490,768M,4.0,245198848.0,1.588914,50,1145
1644330496,896M,4.0,289914880.0,1.556367,100,692
1644330503,4096M,1.0,304328704.0,0.104845,50,19573919
1644330552,768M,4.0,242819072.0,1.588914,50,4552
1644330560,896M,4.0,298758144.0,1.636482,100,596
1644330566,1408M,0.5,887476224.0,0.073921,500,54293411
1644330572,4096M,1.0,326844416.0,0.155019,50,19229090
1644330615,768M,4.0,242774016.0,1.547621,50,631
1644330625,896M,4.0,352534528.0,1.725322,150,1635
1644330641,4096M,1.0,333328384.0,0.208564,50,19194970
1644330679,768M,4.0,316469248.0,1.396027,100,342568
1644330691,896M,4.0,375644160.0,1.765275,150,40726
1644330710,4096M,1.0,329789440.0,0.253036,50,16301977
1644330727,1536M,0.5,1043324928.0,0.082064,600,53838800
1644330743,768M,4.0,316469248.0,1.45865,100,56595
1644330756,896M,4.0,375644160.0,1.763235,150,14178
1644330782,4096M,1.0,426459136.0,0.25473,100,39066076
1644330791,1408M,0.5,995840000.0,0.146622,600,53728367
1644330809,768M,4.0,276922368.0,1.494485,100,1800663
1644330822,896M,4.0,391405568.0,1.743747,150,26447
1644330862,4096M,1.0,426459136.0,0.256558,100,38905891
1644330873,768M,4.0,322424832.0,1.447663,100,47987
1644330887,896M,4.0,391405568.0,1.744527,150,61152
1644330937,768M,4.0,322424832.0,1.591313,100,50711
1644330938,4096M,1.0,425308160.0,0.259241,100,36915940
1644330955,896M,4.0,435331072.0,1.744527,200,365823
1644330957,1792M,0.5,926683136.0,0.075207,500,54652325
1644331003,768M,4.0,354443264.0,1.620539,150,165353
1644331017,4096M,1.0,511680512.0,0.265065,150,44295353
1644331022,896M,4.0,417464320.0,1.721818,200,612983
1644331069,768M,4.0,354443264.0,1.682986,150,154796
1644331090,896M,4.0,433012736.0,1.754856,200,792671
1644331113,4096M,1.0,511680512.0,0.272052,150,42733424
1644331136,768M,4.0,341184512.0,1.729041,150,451306
1644331157,896M,4.0,444547072.0,1.75899,200,335970
1644331203,768M,4.0,363724800.0,1.728438,150,1268935
1644331207,4096M,1.0,513552384.0,0.277591,150,42909276
1644331208,1920M,0.5,859549696.0,0.080272,600,53896273
1644331224,896M,4.0,444547072.0,1.75899,200,295478
1644331269,768M,4.0,363724800.0,1.761612,150,177316
1644331293,896M,4.0,696676352.0,1.784586,250,1718419
1644331297,4096M,1.0,513552384.0,0.279334,150,44146902
1644331324,1920M,0.5,959410176.0,0.074863,550,54400694
1644331337,768M,4.0,443654144.0,1.742118,200,278768
1644331363,896M,4.0,696676352.0,1.782425,250,1997078
1644331393,4096M,1.0,504471552.0,0.278648,200,47045019
1644331404,768M,4.0,424726528.0,1.742118,200,321586
1644331432,896M,4.0,639275008.0,1.782425,250,2820493
1644331468,2176M,0.5,950231040.0,0.077684,550,53391972
1644331472,768M,4.0,443883520.0,1.760495,200,301207
1644331499,4096M,1.0,619565056.0,0.276898,200,47793829
1644331505,896M,4.0,656265216.0,1.833057,250,4030648
1644331537,2048M,0.5,841428992.0,0.057722,500,53513412
1644331539,768M,4.0,429481984.0,1.737488,200,310639
1644331576,896M,4.0,625528832.0,1.810357,250,5295536
1644331603,4096M,1.0,619565056.0,0.266985,200,47536327
1644331607,768M,4.0,429481984.0,1.82664,200,437053
1644331646,896M,4.0,1028907008.0,1.810357,300,5743400
1644331678,768M,4.0,543395840.0,1.82664,250,2909381
1644331705,4096M,1.0,678391808.0,0.266528,200,47329289
1644331747,768M,4.0,622505984.0,1.847218,250,704156
1644331768,2432M,0.5,1066983424.0,0.085642,600,54589861
1644331806,4096M,1.0,595853312.0,0.274264,200,46270508
1644331815,768M,4.0,622505984.0,1.948735,250,182739
1644331884,2432M,0.5,1028296704.0,0.084066,550,54167787
1644331885,768M,4.0,481689600.0,2.106434,250,191387
1644331906,4096M,1.0,730902528.0,0.293323,250,48240352
1644331954,768M,4.0,527261696.0,2.276365,250,158467
1644331971,2688M,0.5,723865600.0,0.074175,400,54125485
1644332010,4096M,1.0,736915456.0,0.312257,250,47831197
1644332078,2560M,0.5,769994752.0,0.059654,350,54459025
1644332092,768M,4.0,1326182400.0,2.362986,300,1598518
1644332115,4096M,1.0,613859328.0,0.312751,250,49048525
1644332174,2688M,0.5,818917376.0,0.164836,500,54212949
1644332220,4096M,1.0,686116864.0,0.294426,300,49297895
1644332250,2560M,0.5,828964864.0,0.150466,450,54696339
1644332285,1024M,4.0,244019200.0,1.600753,50,592
1644332326,4096M,1.0,674029568.0,0.308442,300,48038472
1644332367,2688M,0.5,1034371072.0,0.159778,600,54420498
1644332409,1024M,4.0,247992320.0,1.568562,50,618
1644332444,4096M,1.0,761061376.0,0.322619,350,53353011
1644332473,1024M,4.0,319070208.0,1.392614,100,101961
1644332531,896M,4.0,420642816.0,0.98208,50,715
1644332537,1024M,4.0,319070208.0,1.433137,100,952
1644332589,4096M,1.0,958009344.0,0.304002,400,52992128
1644332593,896M,4.0,241905664.0,1.24584,50,3052
1644332601,1024M,4.0,286982144.0,1.51446,100,724
1644332651,2944M,0.5,813428736.0,0.096547,600,54554699
1644332655,896M,4.0,243822592.0,1.510135,50,47401
1644332665,1024M,4.0,290242560.0,1.532175,100,664
1644332718,896M,4.0,245841920.0,1.576446,50,8178
1644332724,4096M,1.0,1030524928.0,0.267777,450,54291411
1644332729,1024M,4.0,296480768.0,1.653288,100,753
1644332780,896M,4.0,246890496.0,1.418194,50,585
1644332795,1024M,4.0,355868672.0,1.74405,150,44857
1644332845,896M,4.0,326090752.0,1.402652,100,129005
1644332852,3968M,1.0,502394880.0,0.042888,150,43485323
1644332860,1024M,4.0,364732416.0,1.791202,150,195472
1644332909,896M,4.0,326090752.0,1.459579,100,63097
1644332926,1024M,4.0,364732416.0,1.755066,150,174594
1644332940,3328M,0.5,967446528.0,0.081463,600,54089066
1644332947,3968M,1.0,502394880.0,0.139443,150,43722464
1644332949,3328M,0.5,792707072.0,0.073969,550,54508755
1644332974,896M,4.0,338669568.0,1.514018,100,416605
1644332992,1024M,4.0,356831232.0,1.766599,150,196085
1644333038,896M,4.0,338669568.0,1.557474,100,219905
1644333044,3968M,1.0,499269632.0,0.245515,150,44248653
1644333057,1024M,4.0,363995136.0,1.786489,150,164257
1644333102,896M,4.0,318455808.0,1.659575,100,55641
1644333126,1024M,4.0,444878848.0,1.747875,200,317712
1644333140,3968M,1.0,554143744.0,0.274467,150,42619859
1644333168,896M,4.0,371998720.0,1.668559,150,177171
1644333181,3456M,0.5,992428032.0,0.080325,600,53368485
1644333194,1024M,4.0,444878848.0,1.719466,200,468232
1644333197,3584M,0.5,792182784.0,0.085238,550,54273750
1644333235,896M,4.0,371998720.0,1.688421,150,169085
1644333239,3968M,1.0,552972288.0,0.273464,200,46912665
1644333262,1024M,4.0,427712512.0,1.808768,200,654450
1644333301,896M,4.0,353517568.0,1.597792,150,172413
1644333330,1024M,4.0,439623680.0,1.711976,200,445270
1644333342,3968M,1.0,552972288.0,0.27479,200,46720111
1644333367,896M,4.0,358354944.0,1.75777,150,163045
1644333398,1024M,4.0,435068928.0,1.793,200,333272
1644333433,896M,4.0,358391808.0,1.805697,150,174422
1644333444,3968M,1.0,675528704.0,0.275293,200,47316625
1644333456,3840M,0.5,894894080.0,0.072005,500,53277388
1644333469,1024M,4.0,674144256.0,1.706366,250,4240353
1644333472,3840M,0.5,743972864.0,0.083278,550,53910761
1644333501,896M,4.0,429441024.0,1.810879,200,336731
1644333542,1024M,4.0,700710912.0,1.766209,250,4937485
1644333546,3968M,1.0,602816512.0,0.279087,200,47528043
1644333568,896M,4.0,427442176.0,1.774681,200,1169318
1644333614,1024M,4.0,700710912.0,1.771839,250,6158861
1644333635,896M,4.0,421138432.0,1.799529,200,462860
1644333652,3968M,1.0,580231168.0,0.278369,250,48145026
1644333676,3840M,0.5,914235392.0,0.149423,600,53766611
1644333687,1024M,4.0,737660928.0,1.727031,250,7293241
1644333703,896M,4.0,482885632.0,1.772383,200,147930
1644333731,3968M,0.5,805564416.0,0.093988,600,53053015
1644333759,1024M,4.0,737660928.0,1.8096,250,7924705
1644333760,3968M,1.0,698806272.0,0.275769,300,51275530
1644333771,896M,4.0,482885632.0,1.71452,200,111536
1644333827,1024M,4.0,704864256.0,1.792106,300,11210716
1644333840,896M,4.0,675987456.0,1.711722,250,164255
1644333892,3968M,1.0,749154304.0,0.270223,350,51766517
1644333909,896M,4.0,746672128.0,1.712609,250,220836
1644333955,4096M,0.5,1043705856.0,0.087868,600,54017464
1644333979,896M,4.0,746672128.0,1.777334,250,938817
1644334006,3968M,1.0,930750464.0,0.267226,400,52308281
1644334050,896M,4.0,612290560.0,1.85041,250,142751
1644334112,3968M,1.0,962162688.0,0.281213,450,53901418
1644334121,896M,4.0,631353344.0,1.982224,250,5523047
1644334179,512M,1.0,514093056.0,0.101329,350,10793191
1644334200,640M,1.0,512458752.0,0.056054,150,46955626
1644334256,3968M,1.0,968101888.0,0.276885,450,53964034
1644334258,1152M,4.0,415559680.0,0.985626,50,701
1644334268,512M,1.0,560582656.0,0.13835,350,13954090
1644334299,640M,1.0,510996480.0,0.123968,200,51070886
1644334405,640M,1.0,698613760.0,0.189783,250,30413965
1644334406,3968M,1.0,1116340224.0,0.252365,500,54052343
1644334444,1152M,4.0,238911488.0,1.692829,50,557
1644334531,3840M,1.0,767553536.0,0.071855,350,51218954
1644334571,1152M,4.0,303697920.0,1.418848,100,61482
1644334578,640M,1.0,1233031168.0,0.215656,350,21760676
1644334636,1152M,4.0,303697920.0,1.501028,100,58010
1644334649,3840M,1.0,903487488.0,0.18252,400,53192410
1644334700,1152M,4.0,303005696.0,1.523576,100,52730
1644334706,768M,1.0,632410112.0,0.066707,250,52379090
1644334763,768M,1.0,730316800.0,0.058738,350,51909443
1644334764,1152M,4.0,292282368.0,1.584023,100,53290
1644334764,1024M,4.0,249004032.0,1.198896,50,2895
1644334813,3840M,1.0,940253184.0,0.25514,500,52988434
1644334822,768M,1.0,632410112.0,0.146989,300,53222813
1644334827,1024M,4.0,250707968.0,1.454476,50,11987
1644334828,1152M,4.0,290050048.0,1.603063,100,48851
1644334889,1024M,4.0,250707968.0,1.618493,50,76073
1644334894,1152M,4.0,365572096.0,1.57254,150,22162
1644334902,896M,1.0,772476928.0,0.076872,400,54003091
1644334951,1024M,4.0,249786368.0,1.439538,50,629
1644334960,1152M,4.0,365572096.0,1.629238,150,62991
1644334972,3840M,1.0,1134809088.0,0.230145,500,54187058
1644334977,896M,1.0,862732288.0,0.069195,400,53827177
1644335015,1024M,4.0,319434752.0,1.291123,100,77544
1644335026,1152M,4.0,368705536.0,1.630176,150,31910
1644335038,1024M,1.0,715673600.0,0.065217,300,52587086
1644335079,1024M,4.0,353734656.0,1.342029,100,72568
1644335091,1152M,4.0,370425856.0,1.641645,150,58731
1644335105,3712M,1.0,866701312.0,0.062517,350,53571814
1644335116,1024M,1.0,624185344.0,0.072699,250,50811096
1644335143,1024M,4.0,353734656.0,1.47387,100,59474
1644335158,1152M,4.0,356716544.0,1.660391,150,69004
1644335177,1024M,1.0,791228416.0,0.174523,350,53256768
1644335208,1024M,4.0,318976000.0,1.559209,100,69574
1644335224,1024M,1.0,701550592.0,0.13879,300,53192097
1644335226,1152M,4.0,458805248.0,1.65512,200,805487
1644335251,3712M,1.0,920428544.0,0.172468,400,53729865
1644335272,1024M,4.0,318976000.0,1.590643,100,185355
1644335294,1152M,4.0,458805248.0,1.630433,200,685945
1644335324,1024M,1.0,895807488.0,0.221412,400,53820518
1644335338,1024M,4.0,372838400.0,1.595692,150,184757
1644335343,1024M,1.0,815046656.0,0.225553,350,52840157
1644335362,1152M,4.0,455528448.0,1.717913,200,1826345
1644335399,3712M,1.0,977321984.0,0.219426,450,54336100
1644335404,1024M,4.0,372838400.0,1.649711,150,189445
1644335431,1152M,4.0,427249664.0,1.665424,200,470418
1644335470,1024M,4.0,371503104.0,1.74322,150,193162
1644335487,1024M,1.0,875929600.0,0.217005,400,53697715
1644335500,1152M,4.0,448667648.0,1.680143,200,898988
1644335536,1024M,4.0,371503104.0,1.780272,150,149590
1644335553,3712M,1.0,1037393920.0,0.223217,500,54510924
1644335573,1152M,4.0,763666432.0,1.673161,250,4653314
1644335603,1024M,4.0,354365440.0,1.780272,150,207961
1644335608,1152M,1.0,808087552.0,0.067263,350,53667692
1644335645,1152M,4.0,740962304.0,1.678378,250,5385634
1644335671,1024M,4.0,451788800.0,1.740588,200,598982
1644335718,1152M,4.0,685084672.0,1.716207,250,6215406
1644335739,1024M,4.0,451788800.0,1.742637,200,586323
1644335762,1152M,1.0,930398208.0,0.17418,450,54110258
1644335780,1152M,1.0,733618176.0,0.078342,400,53789130
1644335784,3584M,1.0,787013632.0,0.074497,400,54118292
1644335791,1152M,4.0,815190016.0,1.735773,250,5660093
1644335807,1024M,4.0,433610752.0,1.733153,200,117318
1644335863,1152M,4.0,815190016.0,1.716597,250,9177588
1644335874,1024M,4.0,443916288.0,1.749416,200,109151
1644335922,1152M,1.0,999665664.0,0.218405,550,54127390
1644335927,3584M,1.0,956448768.0,0.181531,450,53402952
1644335928,1152M,1.0,997871616.0,0.184894,450,54127267
1644335936,1152M,4.0,991748096.0,1.763334,300,16258527
1644335942,1024M,4.0,513105920.0,1.672427,200,1829053
1644336007,1152M,4.0,991748096.0,1.73152,300,17803365
1644336014,1024M,4.0,723845120.0,1.599206,250,10451833
1644336058,1280M,1.0,708358144.0,0.068213,300,52688734
1644336077,3584M,1.0,1054281728.0,0.216626,450,53724950
1644336080,1152M,4.0,940634112.0,1.641281,300,17134333
1644336081,1152M,1.0,1030610944.0,0.220669,500,54349584
1644336087,1024M,4.0,804274176.0,1.566979,250,10097171
1644336152,1152M,4.0,998633472.0,1.637575,300,16077269
1644336159,1024M,4.0,801619968.0,1.457817,250,8404781
1644336198,1280M,1.0,795930624.0,0.171007,350,53761088
1644336225,1152M,4.0,998633472.0,1.601884,300,16698646
1644336231,1024M,4.0,793731072.0,1.440693,250,9718053
1644336249,3456M,1.0,932061184.0,0.067001,450,54359005
1644336260,1280M,1.0,720523264.0,0.073254,300,52999060
1644336300,1024M,4.0,671096832.0,1.464413,250,756614
1644336346,1280M,1.0,875728896.0,0.21175,400,53753041
1644336369,1024M,4.0,747618304.0,1.52145,300,5170876
1644336402,1280M,1.0,835362816.0,0.162293,350,52803916
1644336412,3328M,1.0,661512192.0,0.069665,300,51740015
1644336441,1024M,4.0,1590906880.0,1.449871,300,221744
1644336494,1280M,1.0,933658624.0,0.209532,500,53847816
1644336511,1024M,4.0,1592569856.0,1.61387,300,253628
1644336536,3328M,1.0,773988352.0,0.15807,350,52114761
1644336548,1280M,1.0,800251904.0,0.216869,350,51922633
1644336583,1024M,4.0,1592569856.0,1.735424,300,3883149
1644336651,1280M,1.0,1112924160.0,0.228257,550,54535438
1644336688,3328M,1.0,927203328.0,0.226501,450,54056601
1644336693,1280M,1.0,904155136.0,0.230235,400,54061286
1644336797,1280M,4.0,242167808.0,1.389581,50,528
1644336823,1280M,1.0,1043808256.0,0.232938,550,52794210
1644336849,1280M,1.0,959635456.0,0.225969,500,52922610
1644336864,3200M,1.0,627748864.0,0.069276,400,53798389
1644336921,1280M,4.0,246804480.0,1.785515,50,709
1644336984,1280M,4.0,247427072.0,1.632658,50,562
1644336994,1280M,1.0,1114787840.0,0.222367,600,54861667
1644337001,3200M,1.0,896823296.0,0.178173,450,54196519
1644337013,1280M,1.0,1044217856.0,0.216432,550,51240882
1644337048,1280M,4.0,311234560.0,1.401311,100,44974
1644337091,1152M,4.0,429821952.0,0.956287,50,4426
1644337112,1280M,4.0,295620608.0,1.420247,100,66975
1644337138,1408M,1.0,821682176.0,0.071003,400,54031966
1644337153,1152M,4.0,244719616.0,1.221715,50,1297
1644337167,3200M,1.0,879620096.0,0.205534,500,54517257
1644337177,1280M,4.0,312586240.0,1.462945,100,59692
1644337192,1408M,1.0,742404096.0,0.083861,500,52645898
1644337216,1152M,4.0,247226368.0,1.483669,50,3134
1644337241,1280M,4.0,386244608.0,1.594026,100,61306
1644337278,1152M,4.0,247226368.0,1.483669,50,73058
1644337302,3072M,1.0,783675392.0,0.081041,400,54064882
1644337305,1280M,4.0,298131456.0,1.688104,100,46473
1644337324,1408M,1.0,795938816.0,0.193213,400,53847515
1644337341,1152M,4.0,244846592.0,1.455702,50,1080
1644337372,1280M,4.0,433786880.0,1.707908,150,176376
1644337397,1408M,1.0,953192448.0,0.207968,550,53875441
1644337405,1152M,4.0,342171648.0,1.329848,100,274200
1644337437,1280M,4.0,372035584.0,1.695149,150,426174
1644337449,3072M,1.0,845111296.0,0.166968,450,54117867
1644337469,1152M,4.0,342171648.0,1.392154,100,453117
1644337503,1280M,4.0,391143424.0,1.713269,150,368027
1644337503,1408M,1.0,920784896.0,0.209245,450,54409969
1644337534,1152M,4.0,328736768.0,1.455304,100,65070
1644337563,1536M,1.0,719962112.0,0.059613,300,52790591
1644337569,1280M,4.0,384983040.0,1.725874,150,184150
1644337598,1152M,4.0,317874176.0,1.520795,100,59344
1644337604,3072M,1.0,1004236800.0,0.217682,500,53988574
1644337635,1280M,4.0,375873536.0,1.72425,150,223522
1644337658,1408M,1.0,876953600.0,0.218729,550,50904573
1644337662,1152M,4.0,325271552.0,1.661052,100,67187
1644337687,1536M,1.0,833974272.0,0.148873,350,51328807
1644337704,1280M,4.0,435572736.0,1.72425,200,1252506
1644337729,1152M,4.0,371314688.0,1.661052,150,181322
1644337751,2944M,1.0,783405056.0,0.08311,350,53327354
1644337773,1280M,4.0,453988352.0,1.712927,200,576037
1644337796,1152M,4.0,386035712.0,1.631901,150,190618
1644337821,1536M,1.0,866070528.0,0.214753,400,53582984
1644337830,1536M,1.0,688340992.0,0.067336,300,52499857
1644337841,1280M,4.0,442273792.0,1.671561,200,892243
1644337861,1152M,4.0,369373184.0,1.714959,150,174825
1644337895,2944M,1.0,922918912.0,0.143718,400,53902153
1644337910,1280M,4.0,509583360.0,1.694956,200,740657
1644337928,1152M,4.0,365469696.0,1.699897,150,57221
1644337963,1536M,1.0,798326784.0,0.173672,350,53538668
1644337971,1536M,1.0,938369024.0,0.219277,450,53859453
1644337979,1280M,4.0,509583360.0,1.756909,200,472458
1644337994,1152M,4.0,384356352.0,1.721418,150,65123
1644338046,2944M,1.0,998293504.0,0.218863,500,54333275
1644338051,1280M,4.0,866607104.0,1.665943,250,8464485
1644338061,1152M,4.0,440389632.0,1.736405,200,114206
1644338111,1536M,1.0,891691008.0,0.216439,400,53239009
1644338123,1280M,4.0,677814272.0,1.679591,250,8497211
1644338124,1536M,1.0,985571328.0,0.221986,500,53866058
1644338129,1152M,4.0,503062528.0,1.72492,200,105776
1644338194,1280M,4.0,827613184.0,1.687995,250,9921500
1644338197,1152M,4.0,510042112.0,1.683223,200,4804358
1644338199,2944M,1.0,998293504.0,0.218716,500,54182180
1644338266,1280M,4.0,827613184.0,1.612827,250,11797991
1644338266,1152M,4.0,504082432.0,1.517266,200,4931652
1644338283,1536M,1.0,806039552.0,0.215646,400,54010228
1644338299,1536M,1.0,921694208.0,0.219515,600,54194940
1644338327,2816M,1.0,772415488.0,0.075358,350,53561955
1644338335,1152M,4.0,504082432.0,1.448319,200,1311190
1644338339,1280M,4.0,808538112.0,1.535727,250,8685215
1644338406,1152M,4.0,780406784.0,1.434115,250,8847889
1644338413,1280M,4.0,958410752.0,1.499584,300,15194862
1644338446,1664M,1.0,710893568.0,0.076629,350,53504457
1644338446,1536M,1.0,941715456.0,0.214263,500,54091315
1644338460,2816M,1.0,884154368.0,0.159326,400,54128465
1644338477,1152M,4.0,780406784.0,1.449992,250,8230850
1644338487,1280M,4.0,958410752.0,1.468489,300,10879752
1644338549,1152M,4.0,779169792.0,1.527068,250,6814763
1644338561,1280M,4.0,1002033152.0,1.554483,300,10588838
1644338592,1664M,1.0,825106432.0,0.181286,400,53811136
1644338612,2816M,1.0,976887808.0,0.212176,500,53876383
1644338618,1536M,1.0,1032355840.0,0.208494,600,53216980
1644338621,1152M,4.0,840695808.0,1.619084,250,8238279
1644338635,1280M,4.0,1002033152.0,1.546058,300,8139064
1644338692,1152M,4.0,840695808.0,1.650691,250,7019964
1644338709,1280M,4.0,980758528.0,1.643782,300,6164233
1644338753,1664M,1.0,905109504.0,0.211423,500,54065337
1644338766,1152M,4.0,943964160.0,1.665145,300,14256836
1644338767,2688M,1.0,819376128.0,0.068731,450,54087829
1644338772,1664M,1.0,807124992.0,0.085097,450,54622535
1644338784,1280M,4.0,1024561152.0,1.64155,350,14839191
1644338839,1152M,4.0,943964160.0,1.746832,300,11542516
1644338858,1280M,4.0,1105039360.0,1.691424,350,14935371
1644338912,1152M,4.0,1058377728.0,1.709343,300,11809741
1644338923,1664M,1.0,955052032.0,0.208788,600,54287564
1644338931,1664M,1.0,971767808.0,0.186297,500,54813810
1644338932,2560M,1.0,721039360.0,0.071846,350,53467828
1644338934,1280M,4.0,1105039360.0,1.668824,350,16696976
1644338985,1152M,4.0,1010163712.0,1.788704,300,13278441
1644339009,1280M,4.0,1207042048.0,1.6787,350,13788727
1644339058,1152M,4.0,737628160.0,1.788704,300,9858756
1644339073,1792M,1.0,810123264.0,0.074925,350,53652253
1644339083,1280M,4.0,1174528000.0,1.72533,350,14223915
1644339086,2560M,1.0,925126656.0,0.173824,450,54244526
1644339109,1664M,1.0,1079861248.0,0.208105,600,54460890
1644339128,1152M,4.0,1066246144.0,1.819732,350,12682169
1644339204,1152M,4.0,2025095168.0,1.714258,350,17539520
1644339206,1792M,1.0,876224512.0,0.151495,350,54168738
1644339232,1280M,4.0,2099826688.0,1.695999,400,17590358
1644339276,1792M,1.0,853172224.0,0.070191,450,54527575
1644339278,1152M,4.0,2039062528.0,1.861082,350,10605332
1644339284,2432M,1.0,800833536.0,0.088557,500,53907616
1644339352,1152M,4.0,2039062528.0,1.844273,350,6225328
1644339354,1792M,1.0,821874688.0,0.20154,450,54789751
1644339420,2304M,1.0,845377536.0,0.073571,400,53382286
1644339423,1152M,4.0,1910595584.0,1.974175,350,1583522
1644339432,1792M,1.0,1096749056.0,0.206619,550,52645209
1644339504,1792M,1.0,966209536.0,0.220351,450,53820144
1644339560,2304M,1.0,1018130432.0,0.182831,500,54011273
1644339595,1408M,4.0,245526528.0,0.987336,50,591
1644339608,1920M,1.0,757342208.0,0.063764,350,53075489
1644339680,1792M,1.0,981528576.0,0.223073,550,54138135
1644339709,2176M,1.0,733855744.0,0.076825,350,53732705
1644339720,1408M,4.0,243191808.0,1.524119,50,993
1644339754,1920M,1.0,872624128.0,0.163694,450,52792834
1644339784,1408M,4.0,245092352.0,1.683925,50,58354
1644339850,2176M,1.0,835809280.0,0.169701,350,54148998
1644339855,1920M,1.0,685260800.0,0.079244,450,54533032
1644339910,1408M,4.0,292220928.0,1.397357,100,10999
1644339962,1920M,1.0,908115968.0,0.203204,500,53830455
1644339974,1408M,4.0,293453824.0,1.445529,100,68996
1644339980,1280M,4.0,251830272.0,1.513335,50,471
1644339982,2176M,1.0,791072768.0,0.197846,350,53766131
1644340023,1920M,1.0,994930688.0,0.185586,550,54106165
1644340037,1408M,4.0,294526976.0,1.533486,100,60302
1644340101,1408M,4.0,294420480.0,1.619589,100,71867
1644340104,1280M,4.0,254660608.0,1.457976,50,527
1644340120,1920M,1.0,1001140224.0,0.204791,500,54084567
1644340132,2176M,1.0,861073408.0,0.20441,450,53846678
1644340165,1408M,4.0,349843456.0,1.641847,100,46647
1644340168,1280M,4.0,327278592.0,1.300154,100,1022
1644340187,2048M,1.0,854695936.0,0.082807,400,52687288
1644340232,1280M,4.0,327278592.0,1.326675,100,1015
1644340234,1408M,4.0,384024576.0,1.609083,150,1970108
1644340286,1920M,1.0,1159221248.0,0.218725,600,54182298
1644340297,1280M,4.0,344711168.0,1.378576,100,59643
1644340297,2048M,1.0,797966336.0,0.058669,350,50675180
1644340300,1408M,4.0,384024576.0,1.599346,150,11652
1644340341,2048M,1.0,996007936.0,0.193191,450,53872499
1644340361,1280M,4.0,344711168.0,1.439635,100,249516
1644340365,1408M,4.0,373547008.0,1.47667,150,53474
1644340424,2048M,1.0,933224448.0,0.165589,400,53885692
1644340425,1280M,4.0,324775936.0,1.439635,100,124846
1644340427,2048M,1.0,756989952.0,0.060609,350,54006921
1644340431,1408M,4.0,375758848.0,1.434413,150,11161
1644340490,1280M,4.0,346779648.0,1.505768,150,202882
1644340495,2048M,1.0,975872000.0,0.227149,550,54422671
1644340498,1408M,4.0,385409024.0,1.427103,150,24990
1644340555,2048M,1.0,940007424.0,0.163099,450,54121670
1644340556,1280M,4.0,388468736.0,1.529252,150,216178
1644340558,2048M,1.0,974036992.0,0.226965,500,53759476
1644340565,1408M,4.0,457428992.0,1.482116,200,106599
1644340621,1280M,4.0,362082304.0,1.549618,150,197361
1644340633,1408M,4.0,457428992.0,1.512104,200,100717
1644340651,2176M,1.0,590036992.0,0.055103,250,51452775
1644340687,1280M,4.0,362082304.0,1.568876,150,183778
1644340700,1408M,4.0,456151040.0,1.565453,200,133200
1644340708,2048M,1.0,1023488000.0,0.223932,500,53410369
1644340710,1920M,1.0,803442688.0,0.065616,350,53335185
1644340753,1280M,4.0,359268352.0,1.604654,150,200032
1644340761,2176M,1.0,687513600.0,0.143709,250,50862551
1644340768,1408M,4.0,503500800.0,1.573901,200,121145
1644340820,1280M,4.0,432439296.0,1.654866,200,442923
1644340835,1408M,4.0,503500800.0,1.637329,200,147280
1644340858,1920M,1.0,908603392.0,0.165449,450,53742904
1644340882,2176M,1.0,644468736.0,0.208198,300,52887844
1644340882,2048M,1.0,1131683840.0,0.218498,600,53967223
1644340889,1280M,4.0,453394432.0,1.677122,200,811062
1644340905,1408M,4.0,748163072.0,1.623597,250,183400
1644340957,1280M,4.0,522760192.0,1.677037,200,856397
1644340975,1408M,4.0,786325504.0,1.707193,250,192216
1644341011,2176M,1.0,785297408.0,0.048623,350,53908168
1644341013,2176M,1.0,819073024.0,0.216637,400,53800633
1644341025,1280M,4.0,522760192.0,1.6959,200,3153638
1644341036,1792M,1.0,789749760.0,0.072527,350,53611639
1644341045,1408M,4.0,795865088.0,1.693822,250,721542
1644341093,1280M,4.0,457543680.0,1.71049,200,1096769
1644341116,1408M,4.0,795865088.0,1.663257,250,1367023
1644341157,2176M,1.0,912809984.0,0.171284,400,54064946
1644341157,2176M,1.0,977608704.0,0.213479,400,53870794
1644341166,1280M,4.0,744210432.0,1.759901,250,5743715
1644341183,1792M,1.0,908451840.0,0.178082,450,54337358
1644341185,1408M,4.0,738492416.0,1.685449,250,281199
1644341238,1280M,4.0,744210432.0,1.719137,250,7345777
1644341257,1408M,4.0,974340096.0,1.707037,300,4135586
1644341300,2176M,1.0,915095552.0,0.207296,400,54412495
1644341300,2176M,1.0,931737600.0,0.21839,400,53797710
1644341310,1280M,4.0,777420800.0,1.725703,250,8888299
1644341330,1408M,4.0,974340096.0,1.684716,300,5276969
1644341339,1792M,1.0,980463616.0,0.219223,500,53077032
1644341382,1280M,4.0,777420800.0,1.826165,250,7679798
1644341402,1408M,4.0,900857856.0,1.773841,300,6398068
1644341442,2176M,1.0,958750720.0,0.219541,450,53820386
1644341449,2176M,1.0,818356224.0,0.204234,450,54256669
1644341455,1280M,4.0,831279104.0,1.7428,250,7438483
1644341475,1408M,4.0,952270848.0,1.668049,300,5823801
