6907619/rabbitmq-performance.csv.cpu_usage,n,6907619/rabbitmq-performance.csv.lat99,6907619/rabbitmq-performance.csv.ram_limit,6907619/rabbitmq-performance.csv.min,6907619/rabbitmq-performance.csv.lat50,6907619/rabbitmq-performance.csv.lat95,6907619/rabbitmq-performance.csv.ram_usage,6907619/rabbitmq-performance.csv.cpu_limit,6907619/rabbitmq-performance.csv.time,6907619/rabbitmq-reduced.csv.n,6907619/rabbitmq-reduced.csv.cpu_limit,6907619/rabbitmq-reduced.csv.lat99,6907619/rabbitmq-performance.csv.lat75
2.346984,400,12803556,1920M,2584069,5937331,11366151,1088237568.0,5.0,1646454507,200,1.5,8631910,8478078
0.25651,200,78883011,3712M,77473396,78290478,78765633,681656320.0,1.0,1646454558,100,2.0,9479286,78514607
0.256758,150,72574008,1024M,71106262,71907385,72401001,543895552.0,1.0,1646454590,50,4.5,3178,72128201
2.341071,400,10889171,1920M,2815860,5259987,10057799,1118158848.0,5.0,1646454620,200,1.5,8631910,7345195
0.254805,200,80632736,3712M,78817900,79581429,80333245,642932736.0,1.0,1646454719,100,2.0,9479286,79815062
2.341071,400,8855459,1920M,2908124,5008321,7547742,1166782464.0,5.0,1646454733,200,1.5,8631910,6009406
0.253461,250,82472697,1024M,81204843,81942752,82393039,778473472.0,1.0,1646454750,50,4.5,3178,82138993
2.329714,450,19435707,1920M,3969868,11851769,17917531,1365082112.0,5.0,1646454847,200,1.5,8631910,14647932
0.251649,300,86279642,3712M,84152497,85373554,86049310,936722432.0,1.0,1646454889,100,2.0,9479286,85705308
0.255577,250,82750994,1024M,81018705,82061371,82523810,777252864.0,1.0,1646454915,50,4.5,3178,82259984
2.342702,450,24115921,1920M,3817764,13820570,21930433,1365082112.0,5.0,1646454962,200,1.5,8631910,17958147
0.251957,400,88440246,3712M,86379758,87525061,88144834,894328832.0,1.0,1646455062,100,2.0,9479286,87809708
2.365188,450,22658083,1920M,3558385,13876786,21195714,1322131456.0,5.0,1646455076,200,1.5,8631910,17804232
0.255577,300,86204265,1024M,84487795,85423776,86022754,727552000.0,1.0,1646455085,50,4.5,3178,85663114
2.362616,450,17778300,1920M,3756508,11613086,16697146,1376329728.0,5.0,1646455190,200,1.5,8631910,13778885
0.254296,400,88559272,3712M,86483980,87655231,88379030,1038049280.0,1.0,1646455236,100,2.0,9479286,88008265
0.104451,100,60090039,896M,58938721,59555179,59947709,437592064.0,1.0,1646455243,400,3.0,369337,59721076
2.387146,450,21461253,1920M,3919532,10826617,19520466,1396162560.0,5.0,1646455304,200,1.5,8631910,14859682
0.227632,150,74183319,896M,72440960,73398749,73925910,529498112.0,1.0,1646455374,400,3.0,369337,73651432
0.254296,450,89318032,3712M,87257755,88494630,89004481,1002704896.0,1.0,1646455409,100,2.0,9479286,88713383
2.364603,500,24225891,1920M,3906592,19585049,23459859,1551630336.0,5.0,1646455420,200,1.5,8631910,21640612
0.251884,150,73812350,896M,71834410,72728445,73593657,559030272.0,1.0,1646455530,400,3.0,369337,73011984
2.377441,500,24864125,1920M,5021294,18256234,24205032,1521852416.0,5.0,1646455535,200,1.5,8631910,21188365
0.254058,500,90282949,3712M,88097552,89364988,90091067,1218465792.0,1.0,1646455591,100,2.0,9479286,89693888
2.405393,500,26356409,1920M,4521305,18783620,25425816,1531453440.0,5.0,1646455650,200,1.5,8631910,20829936
0.248148,150,73077034,896M,71476931,72360174,72939094,601079808.0,1.0,1646455686,400,3.0,369337,72611773
2.405393,500,26234964,1920M,3942788,19955770,25549823,1524133888.0,5.0,1646455765,200,1.5,8631910,22042848
0.250851,600,91279136,3712M,89787283,90565723,91026229,1226739712.0,1.0,1646455782,100,2.0,9479286,90813487
0.250834,200,81025370,896M,79381277,80488104,80879294,644624384.0,1.0,1646455845,400,3.0,369337,80681335
2.403123,500,24522225,1920M,4805303,19416572,23373842,1522167808.0,5.0,1646455881,200,1.5,8631910,21704900
0.114988,150,74067440,3840M,72324556,73317616,73856388,550158336.0,1.0,1646455947,450,1.5,87829898,73531765
2.403123,550,30371968,1920M,5956939,26083953,29544431,1682178048.0,5.0,1646455997,200,1.5,8631910,27697085
0.247302,200,80241938,896M,78636247,79505719,80088920,700104704.0,1.0,1646456007,400,3.0,369337,79800571
0.235527,200,81186588,3840M,79083041,80001100,80847333,702525440.0,1.0,1646456105,450,1.5,87829898,80371301
2.405628,550,31049077,1920M,9979276,25831818,30250285,1703485440.0,5.0,1646456113,200,1.5,8631910,28054564
0.244894,300,0,896M,0,0,0,853319680.0,1.0,1646456170,400,3.0,369337,0
2.426856,550,32484041,1920M,4880601,26136078,31298815,1655476224.0,5.0,1646456229,200,1.5,8631910,28403785
0.245575,200,80927883,3840M,78960866,80118534,80709021,702525440.0,1.0,1646456268,450,1.5,87829898,80445958
0.253687,350,0,896M,0,0,0,1471770624.0,1.0,1646456292,400,3.0,369337,0
2.430535,550,30145888,1920M,7361256,24741056,29297629,1655476224.0,5.0,1646456345,200,1.5,8631910,27139980
0.251668,200,80712287,3840M,78926753,79923925,80554473,641064960.0,1.0,1646456430,450,1.5,87829898,80201982
0.102905,100,62203338,768M,60691683,61320611,61745704,448081920.0,1.0,1646456440,500,4.5,0,61507794
2.441313,550,33714344,1920M,4389956,25740068,33109377,1671122944.0,5.0,1646456461,200,1.5,8631910,28980600
0.2015,100,60206009,768M,59197252,59711302,60091804,433455104.0,1.0,1646456569,500,4.5,0,59883407
2.430341,600,190513,1920M,407,93773,160067,1768108032.0,5.0,1646456576,200,1.5,8631910,118731
0.251709,250,82542298,3840M,80880440,81615171,82187097,727023616.0,1.0,1646456596,450,1.5,87829898,81882789
2.046443,600,37053594,1920M,9870633,32054600,36603299,2823577600.0,5.0,1646456694,200,1.5,8631910,33579554
0.256978,150,73604279,768M,71747472,72610091,73489751,545595392.0,1.0,1646456700,500,4.5,0,72862872
0.260865,250,81801749,3840M,80101429,80988113,81502754,737263616.0,1.0,1646456760,450,1.5,87829898,81218238
0.260977,150,72922354,768M,71367523,72205570,72649235,563470336.0,1.0,1646456849,500,4.5,0,72405219
0.260865,250,82951708,3840M,81026794,82186726,82832495,751869952.0,1.0,1646456927,450,1.5,87829898,82394676
0.25839,200,83220995,768M,81237193,82252734,82930656,627593216.0,1.0,1646457008,500,4.5,0,82535747
2.133979,50,559,2048M,211,315,420,405176320.0,5.0,1646457013,500,2.0,62221807,351
0.257326,300,88274126,3840M,86350941,87388860,88061253,790577152.0,1.0,1646457100,450,1.5,87829898,87613238
2.205772,50,1215,2048M,185,317,446,251412480.0,5.0,1646457116,500,2.0,62221807,359
0.237979,200,82853029,768M,80959362,81879538,82583586,627593216.0,1.0,1646457172,500,4.5,0,82268379
1.797996,50,619,2048M,202,324,440,249683968.0,5.0,1646457218,500,2.0,62221807,359
0.235977,350,88584543,3840M,86937052,87882163,88393383,861851648.0,1.0,1646457275,450,1.5,87829898,88151339
1.51555,50,602,2048M,203,331,464,256122880.0,5.0,1646457320,500,2.0,62221807,376
0.105392,50,38020125,640M,36878399,37480249,37902644,331202560.0,1.0,1646457325,150,4.0,6248,37650988
1.486593,50,660,2048M,201,307,410,255401984.0,5.0,1646457422,500,2.0,62221807,339
0.156689,50,39789496,640M,38410242,39276017,39706768,331202560.0,1.0,1646457434,150,4.0,6248,39479633
0.23671,400,89844601,3840M,87896635,88947244,89707605,855044096.0,1.0,1646457449,450,1.5,87829898,89240322
1.652381,100,1017,2048M,169,310,546,303759360.0,5.0,1646457525,500,2.0,62221807,358
0.23375,100,64091493,640M,62221615,62963478,63575626,448311296.0,1.0,1646457545,150,4.0,6248,63222079
0.240732,450,89905725,3840M,88235418,89175818,89780118,1015009280.0,1.0,1646457625,450,1.5,87829898,89459668
2.110227,100,955,2048M,172,312,552,303759360.0,5.0,1646457629,500,2.0,62221807,358
0.239929,150,71745472,640M,70182066,71031402,71559669,559144960.0,1.0,1646457677,150,4.0,6248,71278762
2.429749,100,1863,2048M,187,300,527,296300544.0,5.0,1646457732,500,2.0,62221807,346
0.247676,550,91193766,3840M,89295147,90251173,90899908,1104801792.0,1.0,1646457823,450,1.5,87829898,90593830
0.259096,500,0,640M,0,0,0,1148313600.0,1.0,1646457829,150,4.0,6248,0
2.431469,100,772,2048M,180,301,430,300781568.0,5.0,1646457836,500,2.0,62221807,342
2.431469,100,955,2048M,188,309,547,304885760.0,5.0,1646457939,500,2.0,62221807,357
0.115988,200,79456093,3968M,77564441,78440893,79083064,697110528.0,1.0,1646457998,350,1.0,87559594,78702041
2.462304,150,62051,2048M,231,20564,50012,376193024.0,5.0,1646458044,500,2.0,62221807,31749
0.206773,500,0,640M,0,0,0,964816896.0,1.0,1646458094,150,4.0,6248,0
2.462304,150,79913,2048M,306,17448,55537,376193024.0,5.0,1646458148,500,2.0,62221807,29028
0.247379,200,77672381,3968M,76089993,76949625,77518197,702349312.0,1.0,1646458150,350,1.0,87559594,77200358
0.162405,500,0,640M,0,0,0,871190528.0,1.0,1646458222,150,4.0,6248,0
2.433225,150,65233,2048M,269,21891,50465,362549248.0,5.0,1646458253,500,2.0,62221807,33016
0.311308,200,77209782,3968M,75304557,76287030,77019591,702349312.0,1.0,1646458301,350,1.0,87559594,76576827
0.107608,50,22296644,512M,20797945,21726698,22123921,331358208.0,1.0,1646458356,50,4.0,755,21891323
2.436214,150,64529,2048M,295,20721,51290,373084160.0,5.0,1646458358,500,2.0,62221807,31089
0.311308,200,78119273,3968M,76820071,77574870,77998664,664244224.0,1.0,1646458459,350,1.0,87559594,77764307
2.436214,150,74566,2048M,260,22776,55839,373260288.0,5.0,1646458462,500,2.0,62221807,35610
0.20203,50,24412649,512M,23218937,23990545,24325323,332414976.0,1.0,1646458464,50,4.0,755,24126783
2.418603,200,130524,2048M,338,59255,113258,409567232.0,5.0,1646458568,500,2.0,62221807,81385
0.248798,50,22675524,512M,21274423,21950359,22402212,338894848.0,1.0,1646458572,50,4.0,755,22119432
0.287435,200,77616988,3968M,75304186,76817080,77425822,664244224.0,1.0,1646458621,350,1.0,87559594,77084059
2.39548,200,125378,2048M,692,56146,101841,424947712.0,5.0,1646458675,500,2.0,62221807,73214
0.246592,50,20297656,512M,18520190,19556992,20129090,338894848.0,1.0,1646458681,50,4.0,755,19825745
2.384807,200,146751,2048M,802,62328,118426,418127872.0,5.0,1646458780,500,2.0,62221807,85011
0.268778,300,86224905,3968M,84149754,85540817,86063213,845537280.0,1.0,1646458783,350,1.0,87559594,85776359
0.248353,50,20931525,512M,19151366,20193651,20773521,414330880.0,1.0,1646458789,50,4.0,755,20477227
2.384807,200,131466,2048M,705,58938,112731,415551488.0,5.0,1646458886,500,2.0,62221807,80041
0.248353,100,50075051,512M,49030237,49704745,49998717,427610112.0,1.0,1646458895,50,4.0,755,49834129
0.26266,350,83777683,3968M,82997507,83238781,83389362,845537280.0,1.0,1646458953,350,1.0,87559594,83307486
2.37842,200,129513,2048M,1635,54747,106536,427253760.0,5.0,1646458992,500,2.0,62221807,74903
0.250329,100,59119988,512M,57368943,58247854,58944982,860680192.0,1.0,1646459005,50,4.0,755,58480821
2.392724,250,206629,2048M,20299,103042,159246,482914304.0,5.0,1646459100,500,2.0,62221807,124921
0.26492,400,87745730,3968M,86147832,86906308,87466018,943439872.0,1.0,1646459126,350,1.0,87559594,87137209
2.392724,250,196834,2048M,6218,101528,169383,471519232.0,5.0,1646459207,500,2.0,62221807,129444
0.28624,500,88413978,3968M,86685763,87702375,88290977,1057513472.0,1.0,1646459300,350,1.0,87559594,88027093
2.400654,250,238222,2048M,15124,119061,194002,484175872.0,5.0,1646459315,500,2.0,62221807,147013
2.397664,250,184540,2048M,6902,100840,156858,471085056.0,5.0,1646459422,500,2.0,62221807,124722
0.310861,500,88347991,3968M,86305843,87400183,87952185,1264263168.0,1.0,1646459481,350,1.0,87559594,87653201
0.117021,400,0,512M,0,0,0,911925248.0,1.0,1646459491,50,4.0,755,0
2.397664,250,211956,2048M,26558,115698,180269,481882112.0,5.0,1646459530,500,2.0,62221807,140870
2.417572,300,510490,2048M,27225,226932,427078,583987200.0,5.0,1646459639,500,2.0,62221807,289289
0.31115,600,91887840,3968M,90584237,91253336,91733203,1313206272.0,1.0,1646459672,350,1.0,87559594,91522664
2.417572,300,432680,2048M,25669,185421,355521,578138112.0,5.0,1646459748,500,2.0,62221807,240212
0.114972,250,84736500,4096M,82502679,84122697,84600567,796200960.0,1.0,1646459845,350,2.0,10987472,84334063
2.37253,300,365615,2048M,19632,186046,315761,578138112.0,5.0,1646459857,500,2.0,62221807,236343
0.330644,50,5423337,4096M,3190909,4573057,5183647,718831616.0,1.5,1646459939,350,2.0,10987472,4838165
2.354579,300,431638,2048M,66958,223137,352414,555601920.0,5.0,1646459966,500,2.0,62221807,270860
0.235569,250,83952241,4096M,82139752,83228241,83769291,794873856.0,1.0,1646460012,350,2.0,10987472,83475501
0.326376,50,5085811,4096M,3749203,4607425,4961337,320405504.0,1.5,1646460046,350,2.0,10987472,4778626
2.354579,300,448703,2048M,15728,206613,378727,595337216.0,5.0,1646460076,500,2.0,62221807,269982
0.326376,50,4786608,4096M,3033763,4154311,4602776,329805824.0,1.5,1646460153,350,2.0,10987472,4348575
0.23656,350,88071193,4096M,86236150,87427958,87895445,731770880.0,1.0,1646460182,350,2.0,10987472,87658664
2.334321,350,5516890,2048M,124270,795797,4908013,786583552.0,5.0,1646460187,500,2.0,62221807,2192816
0.317845,50,4669361,4096M,3232505,4025346,4490024,328544256.0,1.5,1646460259,350,2.0,10987472,4233660
2.332749,350,5182074,2048M,140774,826468,4115982,747245568.0,5.0,1646460298,500,2.0,62221807,1758713
0.241819,350,88617194,4096M,86359815,87447794,88501851,992460800.0,1.0,1646460355,350,2.0,10987472,87980522
0.31269,50,4417675,4096M,2955433,3800017,4314183,328544256.0,1.5,1646460365,350,2.0,10987472,4004020
2.316955,350,4823256,2048M,91258,557347,3691742,776364032.0,5.0,1646460411,500,2.0,62221807,1095136
0.316814,100,46522567,4096M,45032692,45791542,46231167,456105984.0,1.5,1646460475,350,2.0,10987472,45941739
2.320621,350,6102496,2048M,119022,1592120,5578987,806576128.0,5.0,1646460522,500,2.0,62221807,3689740
0.244763,400,88930086,4096M,87018516,88177694,88757595,1037176832.0,1.0,1646460529,350,2.0,10987472,88410358
0.327802,100,46640189,4096M,45244174,45995501,46484905,471822336.0,1.5,1646460590,350,2.0,10987472,46176633
2.320621,350,1914042,2048M,139920,931712,1512386,806576128.0,5.0,1646460632,500,2.0,62221807,1159035
0.339535,100,47606566,4096M,45998183,47033937,47433844,471822336.0,1.5,1646460705,350,2.0,10987472,47207329
0.239061,450,90527291,4096M,88190341,89523960,90226228,1057640448.0,1.0,1646460709,350,2.0,10987472,89825827
2.306964,400,10627277,2048M,3728875,6673040,9618396,1156251648.0,5.0,1646460746,500,2.0,62221807,8083793
0.340217,150,63882282,4096M,62353751,63145659,63636814,549998592.0,1.5,1646460821,350,2.0,10987472,63349130
2.2965,400,12137876,2048M,3855746,7421977,10975814,1168531456.0,5.0,1646460860,500,2.0,62221807,9079199
0.228546,550,91978501,4096M,90026470,90961722,91696540,1117958144.0,1.0,1646460899,350,2.0,10987472,91407277
0.340217,150,64650018,4096M,63191466,63845743,64301683,578027520.0,1.5,1646460953,350,2.0,10987472,64017210
2.322558,400,11770546,2048M,2872075,6886859,10564820,1168531456.0,5.0,1646460973,500,2.0,62221807,8583307
2.322558,400,15219033,2048M,3695374,8685483,14525002,1166188544.0,5.0,1646461087,500,2.0,62221807,11924174
0.336705,150,68231728,4096M,66153403,66997148,67958968,578027520.0,1.5,1646461088,350,2.0,10987472,67540442
2.29755,400,10212804,2048M,3649733,6619542,9400266,1209315328.0,5.0,1646461201,500,2.0,62221807,7670599
0.328308,150,68806459,4096M,66702539,67647537,68303167,563904512.0,1.5,1646461221,350,2.0,10987472,67874842
2.296597,450,20832513,2048M,3663694,13751618,19736251,1388965888.0,5.0,1646461315,500,2.0,62221807,16912616
0.31669,150,67262677,4096M,65972744,66799202,67166044,600883200.0,1.5,1646461363,350,2.0,10987472,66975513
2.296,450,17451119,2048M,3964033,13618371,17053841,1418989568.0,5.0,1646461430,500,2.0,62221807,15370124
0.31205,200,76199214,4096M,74666483,75412632,76065175,666439680.0,1.5,1646461499,350,2.0,10987472,75650556
0.290837,50,10163298,512M,8878049,9583606,9997427,329601024.0,1.5,1646461499,50,4.0,755,9796034
2.296,450,19341691,2048M,3693501,13253206,18563349,1418559488.0,5.0,1646461545,500,2.0,62221807,15342790
0.281808,50,11305577,512M,10079864,10766153,11132956,335376384.0,1.5,1646461607,50,4.0,755,10941825
0.305229,250,79737211,4096M,77965053,79022824,79568045,778596352.0,1.5,1646461658,350,2.0,10987472,79284875
2.311359,450,19369984,2048M,4024177,14387278,18454188,1433001984.0,5.0,1646461660,500,2.0,62221807,16418936
0.281808,50,12057468,512M,10350855,11236843,11889703,335376384.0,1.5,1646461715,50,4.0,755,11467783
2.306382,450,16846181,2048M,4080041,13076163,16241636,1433001984.0,5.0,1646461774,500,2.0,62221807,14702444
0.308168,250,80555105,4096M,78305917,79993706,80399125,778596352.0,1.5,1646461817,350,2.0,10987472,80148031
0.279057,100,53361549,512M,51743552,52514756,53161172,438628352.0,1.5,1646461825,50,4.0,755,52708925
2.319613,500,26631816,2048M,4802014,20513318,25699680,1544945664.0,5.0,1646461890,500,2.0,62221807,22788988
0.276153,300,0,512M,0,0,0,889114624.0,1.5,1646461953,50,4.0,755,0
0.314793,300,82508071,4096M,80757340,81729023,82361496,882397184.0,1.5,1646461977,350,2.0,10987472,81957986
2.344591,500,27937820,2048M,4364017,20340712,26689937,1539674112.0,5.0,1646462005,500,2.0,62221807,22324451
2.375438,500,24360130,2048M,3895847,20470153,23496750,1578786816.0,5.0,1646462120,500,2.0,62221807,22036016
0.329684,300,80345243,4096M,78187278,79320585,80151903,874168320.0,1.5,1646462141,350,2.0,10987472,79793488
2.377655,500,24694029,2048M,4179207,19049276,23798848,1553641472.0,5.0,1646462235,500,2.0,62221807,21662653
0.362777,300,77239288,4096M,75549108,76516331,77149209,920358912.0,1.5,1646462304,350,2.0,10987472,76783042
0.175238,350,0,512M,0,0,0,613568512.0,1.5,1646462305,50,4.0,755,0
2.388805,500,24341744,2048M,4505912,20002858,23216186,1548374016.0,5.0,1646462350,500,2.0,62221807,21445644
0.122222,600,0,512M,0,0,0,714440704.0,1.5,1646462446,50,4.0,755,0
0.377749,300,77088639,4096M,75443117,76159887,76849490,944312320.0,1.5,1646462465,350,2.0,10987472,76467444
2.397016,550,31482399,2048M,6812790,25822950,30304863,1697120256.0,5.0,1646462466,500,2.0,62221807,27685562
2.399973,550,33134448,2048M,10639529,28656404,32379453,1645854720.0,5.0,1646462583,500,2.0,62221807,30757833
0.388103,350,86126230,4096M,84320961,85421960,85987319,1040642048.0,1.5,1646462631,350,2.0,10987472,85680563
2.399973,550,33723388,2048M,7402665,27302223,32697119,1686368256.0,5.0,1646462700,500,2.0,62221807,29905229
0.344808,350,85778331,4096M,83554761,84755476,85508895,1045458944.0,1.5,1646462797,350,2.0,10987472,85056826
2.380478,550,32311030,2048M,7100221,28410040,31601561,1717817344.0,5.0,1646462817,500,2.0,62221807,29924119
2.384226,550,31787109,2048M,8273259,27921425,30891224,1709805568.0,5.0,1646462933,500,2.0,62221807,29484387
0.306172,400,87527958,4096M,85771445,86794277,87394547,1029378048.0,1.5,1646462968,350,2.0,10987472,87055250
0.275204,50,13410402,640M,11821640,12781955,13270205,825311232.0,1.5,1646463000,150,4.0,6248,12977409
2.384226,600,37148383,2048M,21388408,33356712,36611260,1805881344.0,5.0,1646463051,500,2.0,62221807,35261154
0.279484,50,8712776,640M,7039662,7939746,8461493,326168576.0,1.5,1646463108,150,4.0,6248,8158465
0.308494,450,87666321,4096M,86265484,87118951,87567533,1156726784.0,1.5,1646463141,350,2.0,10987472,87351979
0.282521,50,10754426,640M,9290696,10197952,10634945,333189120.0,1.5,1646463216,150,4.0,6248,10383559
0.313505,550,89905038,4096M,87726066,88797296,89697333,1095282688.0,1.5,1646463318,350,2.0,10987472,89138604
0.283641,100,58813653,640M,57116319,58086246,58570074,443768832.0,1.5,1646463326,150,4.0,6248,58297980
2.100959,50,569,2176M,200,321,447,415916032.0,5.0,1646463368,600,1.5,89387885,360
0.270746,100,62166303,640M,60901177,61556732,62036608,443412480.0,1.5,1646463454,150,4.0,6248,61764818
2.202277,50,1032,2176M,209,333,487,243789824.0,5.0,1646463470,600,1.5,89387885,376
0.10111,100,60918384,3968M,58787990,59646588,60320046,460316672.0,1.5,1646463498,350,1.0,87559594,59877938
1.870093,50,720,2176M,182,305,426,243789824.0,5.0,1646463572,600,1.5,89387885,341
0.264838,150,61914655,640M,60680444,61344896,61755189,537714688.0,1.5,1646463574,150,4.0,6248,61534205
0.242837,150,71844980,3968M,70397131,71101330,71547837,532742144.0,1.5,1646463631,350,1.0,87559594,71280183
1.517876,50,899,2176M,184,326,487,251977728.0,5.0,1646463674,600,1.5,89387885,369
0.277308,150,73743552,640M,72606044,73229071,73580626,1120247808.0,1.5,1646463687,150,4.0,6248,73394070
1.527645,50,691,2176M,179,299,414,251977728.0,5.0,1646463776,600,1.5,89387885,334
0.274908,250,83638730,3968M,81566986,82901418,83406918,743649280.0,1.5,1646463789,350,1.0,87559594,83137292
0.280727,150,64105873,640M,62565097,63335221,63967237,1138036736.0,1.5,1646463840,150,4.0,6248,63563993
1.676411,100,1031,2176M,180,298,484,313569280.0,5.0,1646463880,600,1.5,89387885,343
0.301689,300,82153686,3968M,80293429,81329410,81884952,842674176.0,1.5,1646463955,350,1.0,87559594,81643728
2.115496,100,824,2176M,189,296,460,313569280.0,5.0,1646463984,600,1.5,89387885,343
0.2599,550,0,640M,0,0,0,975306752.0,1.5,1646463986,150,4.0,6248,0
2.392667,100,1554,2176M,185,322,728,298897408.0,5.0,1646464087,600,1.5,89387885,387
0.345987,350,83024545,3968M,80885820,82010147,82774259,924606464.0,1.5,1646464121,350,1.0,87559594,82279402
0.235566,600,0,640M,0,0,0,1227370496.0,1.5,1646464130,150,4.0,6248,0
2.419678,100,580,2176M,177,295,425,299884544.0,5.0,1646464190,600,1.5,89387885,335
0.209392,600,0,640M,0,0,0,971173888.0,1.5,1646464267,150,4.0,6248,0
0.363581,400,83085534,3968M,81540625,82302233,82960044,1069850624.0,1.5,1646464287,350,1.0,87559594,82619311
2.431712,100,5543,2176M,177,318,772,299884544.0,5.0,1646464294,600,1.5,89387885,378
2.431712,150,81171,2176M,239,20982,57706,381657088.0,5.0,1646464399,600,1.5,89387885,33945
0.359071,500,89237887,3968M,86699432,87447533,88992400,1044332544.0,1.5,1646464462,350,1.0,87559594,88226945
2.413288,150,74656,2176M,301,26452,60945,381657088.0,5.0,1646464504,600,1.5,89387885,39412
2.254744,150,71002,2176M,255,24618,56055,372797440.0,5.0,1646464609,600,1.5,89387885,36447
0.317351,600,89720555,3968M,87169811,88929782,89560530,1203671040.0,1.5,1646464642,350,1.0,87559594,89188380
0.310906,50,17552836,768M,16239304,16930003,17409913,665538560.0,1.5,1646464711,500,4.5,0,17138168
2.327326,150,73483,2176M,224,22621,60109,371912704.0,5.0,1646464714,600,1.5,89387885,36007
0.14703,150,65326848,3840M,63681176,64519250,65078646,546734080.0,1.5,1646464792,450,1.5,87829898,64746582
2.294505,150,86210,2176M,250,20423,56228,377290752.0,5.0,1646464818,600,1.5,89387885,32900
0.294908,50,9682438,768M,8289103,9154972,9623980,339795968.0,1.5,1646464819,500,4.5,0,9347320
0.273696,150,67459512,3840M,66264425,67036627,67350228,553717760.0,1.5,1646464922,450,1.5,87829898,67186045
2.328797,200,161413,2176M,1235,72784,133779,425754624.0,5.0,1646464925,600,1.5,89387885,97338
0.288919,50,8829875,768M,6833097,7926889,8608575,346992640.0,1.5,1646464928,500,4.5,0,8217784
2.318736,200,150912,2176M,3379,75592,127092,426979328.0,5.0,1646465031,600,1.5,89387885,97400
0.282674,50,9080839,768M,7390805,8289631,8847837,345014272.0,1.5,1646465036,500,4.5,0,8529712
0.316135,150,64992420,3840M,63616894,64177453,64788266,558911488.0,1.5,1646465052,450,1.5,87829898,64436411
2.325437,200,144132,2176M,525,69675,123031,438464512.0,5.0,1646465137,600,1.5,89387885,91593
0.283402,100,51991986,768M,50426418,51203912,51772143,429985792.0,1.5,1646465146,500,4.5,0,51433949
0.322793,150,67368311,3840M,65957527,66730715,67161003,553127936.0,1.5,1646465189,450,1.5,87829898,66903921
2.325437,200,165848,2176M,7513,73307,131502,438464512.0,5.0,1646465243,600,1.5,89387885,96583
0.291093,100,52204560,768M,50592138,51534545,52047164,452313088.0,1.5,1646465264,500,4.5,0,51770951
0.318356,150,66844886,3840M,65508829,66123521,66561075,579432448.0,1.5,1646465328,450,1.5,87829898,66330454
2.32225,200,151010,2176M,2278,67169,125138,453681152.0,5.0,1646465349,600,1.5,89387885,89992
0.303,100,53419706,768M,51684041,52548141,53113549,452313088.0,1.5,1646465382,500,4.5,0,52740069
2.301841,250,229019,2176M,19711,117770,188437,491769856.0,5.0,1646465457,600,1.5,89387885,144732
0.311459,200,75378043,3840M,73946026,74709679,75159213,719069184.0,1.5,1646465466,450,1.5,87829898,74895053
0.304073,150,67316544,768M,65975280,66463259,67071424,591712256.0,1.5,1646465505,500,4.5,0,66634902
2.263125,250,247292,2176M,19551,132877,212094,529555456.0,5.0,1646465565,600,1.5,89387885,161447
0.304634,200,74583370,3840M,72829446,73779986,74452924,719069184.0,1.5,1646465628,450,1.5,87829898,74111596
0.300752,200,0,768M,0,0,0,632279040.0,1.5,1646465641,500,4.5,0,0
2.314794,250,242483,2176M,21867,128803,205640,495095808.0,5.0,1646465673,600,1.5,89387885,159779
0.313314,250,0,768M,0,0,0,1333673984.0,1.5,1646465759,500,4.5,0,0
2.314794,250,222467,2176M,17647,113955,188829,478429184.0,5.0,1646465781,600,1.5,89387885,140242
0.312735,200,72545080,3840M,70511276,71887117,72386686,739717120.0,1.5,1646465785,450,1.5,87829898,72081062
2.291849,250,230730,2176M,4876,111821,197730,499904512.0,5.0,1646465889,600,1.5,89387885,143680
0.32894,200,70884755,3840M,69067133,70017678,70513841,711626752.0,1.5,1646465944,450,1.5,87829898,70241142
2.344739,300,332712,2176M,48103,175075,281762,595640320.0,5.0,1646465998,600,1.5,89387885,211746
0.345582,200,72422555,3840M,70868705,71826171,72254852,687611904.0,1.5,1646466084,450,1.5,87829898,72000936
2.344739,300,334937,2176M,32709,170206,278729,600104960.0,5.0,1646466108,600,1.5,89387885,210270
0.239625,600,0,768M,0,0,0,1253433344.0,1.5,1646466150,500,4.5,0,0
2.376247,300,429042,2176M,19943,209836,369818,600104960.0,5.0,1646466217,600,1.5,89387885,262716
0.37528,250,76219762,3840M,74873286,75577827,76027008,748015616.0,1.5,1646466221,450,1.5,87829898,75796637
2.376247,300,316618,2176M,38162,185921,276094,568918016.0,5.0,1646466326,600,1.5,89387885,222932
0.37528,300,81678479,3840M,80210986,80985316,81519256,864227328.0,1.5,1646466387,450,1.5,87829898,81211995
2.326213,300,424771,2176M,22920,214425,357559,568578048.0,5.0,1646466435,600,1.5,89387885,273682
0.268691,50,9774407,896M,8639718,9327342,9635128,665452544.0,1.5,1646466438,400,3.0,369337,9428084
2.311013,350,6073223,2176M,66696,1415348,5540314,800706560.0,5.0,1646466546,600,1.5,89387885,2878493
0.299203,50,11293072,896M,9962219,10800085,11172187,336809984.0,1.5,1646466546,400,3.0,369337,10967123
0.333032,300,82804432,3840M,80868599,81908782,82603075,907059200.0,1.5,1646466548,450,1.5,87829898,82223507
0.290763,50,9896867,896M,8563893,9337785,9716393,344141824.0,1.5,1646466656,400,3.0,369337,9485195
