scenario2c/rabbitmq-features.csv.n,scenario2c/rabbitmq-reduced.csv.n,scenario2c/rabbitmq-features.csv.lat50,scenario2c/rabbitmq-features.csv.cpu_usage,scenario2c/rabbitmq-features.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.cpu_limit,scenario2c/rabbitmq-features.csv.lat95,scenario2c/rabbitmq-reduced.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.time,scenario2c/rabbitmq-features.csv.lat75,lat99,scenario2c/rabbitmq-features.csv.min,scenario2c/rabbitmq-features.csv.cpu_limit
200,200,63223,2.317152,2816M,5.0,123525,2816M,1646499085,87051,148641,1800,5.0
200,200,74669336,0.305234,2176M,1.5,75180005,2176M,1646499143,74913592,75429995,73747927,1.5
200,150,74669336,0.305234,2176M,1.5,75180005,2432M,1646499143,74913592,67788768,73747927,1.5
200,200,73041,2.316287,2816M,5.0,121139,2816M,1646499191,94491,147017,472,5.0
150,150,67591783,0.258904,2432M,1.5,68200213,2432M,1646499283,67820094,68605795,66753082,1.5
200,200,59091,2.308922,2816M,5.0,117593,2816M,1646499298,81385,140981,1618,5.0
200,200,74146368,0.294104,2176M,1.5,74561750,2176M,1646499300,74336139,74710461,73447232,1.5
200,200,61181,2.303279,2816M,5.0,122090,2816M,1646499404,85620,144929,363,5.0
150,150,67213700,0.304975,2432M,1.5,67737243,2432M,1646499421,67430070,67947268,66385178,1.5
250,250,80097177,0.307015,2176M,1.5,80735834,2176M,1646499460,80303617,80849308,78937098,1.5
200,200,68717,2.313459,2816M,5.0,121398,2816M,1646499511,90062,148259,3233,5.0
150,150,67576007,0.304463,2432M,1.5,68080546,2432M,1646499561,67766541,68283741,66654412,1.5
250,250,115186,2.313459,2816M,5.0,204628,2816M,1646499618,148270,241385,7421,5.0
250,250,79840016,0.308067,2176M,1.5,80379384,2176M,1646499621,80047942,80603787,78697236,1.5
200,200,74372734,0.304463,2432M,1.5,75031651,2432M,1646499702,74648552,75250777,72755982,1.5
250,250,128734,2.307304,2816M,5.0,237877,2816M,1646499727,164413,286789,2027,5.0
250,250,79557220,0.303967,2176M,1.5,80375895,2176M,1646499781,79957314,80709310,78695656,1.5
250,250,151992,2.307304,2816M,5.0,442248,2816M,1646499835,208497,637770,22028,5.0
200,200,74414133,0.303365,2432M,1.5,75015687,2432M,1646499860,74693595,75168037,73621180,1.5
250,250,120872,2.312617,2816M,5.0,199662,2816M,1646499942,152329,237554,2852,5.0
300,300,82543263,0.305295,2176M,1.5,83284712,2176M,1646499943,82903899,83463255,81042103,1.5
300,300,82159569,0.303626,2432M,1.5,82861829,2432M,1646500023,82450243,83075264,80734316,1.5
250,250,121049,2.314142,2816M,5.0,198699,2816M,1646500050,153847,228875,9944,5.0
300,300,81785938,0.303614,2176M,1.5,82277787,2176M,1646500106,82017497,82473043,81121686,1.5
300,300,210511,2.314142,2816M,5.0,430341,2816M,1646500159,301044,506463,35739,5.0
300,300,81872758,0.306271,2432M,1.5,82579857,2432M,1646500187,82221889,82750803,81003250,1.5
300,300,82113070,0.305292,2176M,1.5,82641315,2176M,1646500266,82360872,82829020,81314286,1.5
300,300,216210,2.313856,2816M,5.0,332373,2816M,1646500269,259467,442244,43775,5.0
300,300,81901682,0.306271,2432M,1.5,82519043,2432M,1646500350,82168716,82679372,80928620,1.5
300,300,234469,2.322779,2816M,5.0,356112,2816M,1646500378,283554,416320,64534,5.0
350,350,84264812,0.305473,2176M,1.5,85008536,2176M,1646500433,84542094,85271749,83348110,1.5
300,300,192809,2.322779,2816M,5.0,292545,2816M,1646500488,232648,331550,54767,5.0
350,350,84534811,0.306184,2432M,1.5,85146859,2432M,1646500516,84801819,85321851,83332196,1.5
300,300,175968,2.307352,2816M,5.0,293948,2816M,1646500597,223087,344469,7704,5.0
400,400,86577803,0.307061,2176M,1.5,87250735,2176M,1646500600,86872736,87524214,85630675,1.5
450,450,87654689,0.306246,2432M,1.5,88261390,2432M,1646500687,87899954,88376704,86481351,1.5
350,350,1848856,2.307352,2816M,5.0,6315901,2816M,1646500709,4044735,7304947,113945,5.0
500,500,87888283,0.309063,2176M,1.5,89223176,2176M,1646500774,88485899,89336588,86935815,1.5
350,350,2388347,2.292629,2816M,5.0,5717153,2816M,1646500821,4288566,6387279,158096,5.0
450,450,87401327,0.306247,2432M,1.5,87902133,2432M,1646500860,87611861,88056587,86276606,1.5
350,350,2239748,2.291601,2816M,5.0,5151200,2816M,1646500933,3104566,5898614,630819,5.0
600,600,88681379,0.306687,2176M,1.5,89172325,2176M,1646500957,88928288,89387885,87971409,1.5
550,550,89068417,0.306996,2432M,1.5,89683637,2432M,1646501036,89263494,89852599,87771079,1.5
350,350,1275224,2.285205,2816M,5.0,3413070,2816M,1646501045,2153010,4970238,162915,5.0
150,150,67875371,0.119582,2048M,1.5,68700393,2048M,1646501109,68135239,68921378,67091895,1.5
350,350,1196743,2.277103,2816M,5.0,4776247,2816M,1646501157,2643772,5794242,92475,5.0
600,600,88908318,0.303264,2432M,1.5,89547172,2432M,1646501217,89215805,89792206,87788856,1.5
150,150,68547797,0.270714,2048M,1.5,69165661,2048M,1646501251,68870789,69304249,67670570,1.5
400,400,6908597,2.277103,2816M,5.0,11762560,2816M,1646501271,8598834,12968126,3568066,5.0
150,150,68163924,0.138133,2560M,1.5,68769380,2560M,1646501361,68379894,69106156,67401066,1.5
400,400,7330841,2.266459,2816M,5.0,12032969,2816M,1646501385,9053899,13684672,3856708,5.0
200,200,74850073,0.295473,2048M,1.5,75357868,2048M,1646501396,75103113,75536402,73566891,1.5
400,400,7629965,2.266459,2816M,5.0,12417955,2816M,1646501499,9458204,14671820,3631092,5.0
150,150,68202481,0.256382,2560M,1.5,68632608,2560M,1646501502,68404385,68762741,67332698,1.5
200,200,74732109,0.297019,2048M,1.5,75271623,2048M,1646501555,74977758,75413031,73734339,1.5
400,400,8187177,2.288557,2816M,5.0,15418785,2816M,1646501613,11265977,16692765,3864669,5.0
150,150,67673630,0.298427,2560M,1.5,68032224,2560M,1646501643,67837937,68154568,66760589,1.5
200,200,74451851,0.299912,2048M,1.5,74645294,2048M,1646501713,74520826,75321927,74120239,1.5
400,400,7624942,2.288557,2816M,5.0,12401843,2816M,1646501726,9712612,13615685,3672973,5.0
150,150,67980681,0.301147,2560M,1.5,68438433,2560M,1646501784,68169116,68648325,67082656,1.5
450,450,12706744,2.286229,2816M,5.0,24241266,2816M,1646501841,17696053,26025886,3877729,5.0
200,200,74651873,0.301788,2048M,1.5,75154046,2048M,1646501873,74887164,75477383,73684496,1.5
150,150,68629911,0.300382,2560M,1.5,69253470,2560M,1646501926,68941732,69415340,67476589,1.5
450,450,13332479,2.286229,2816M,5.0,19415911,2816M,1646501956,16559991,20292887,3940144,5.0
200,200,74654093,0.301788,2048M,1.5,75115457,2048M,1646502032,74854570,75290352,73851701,1.5
200,200,74787399,0.298076,2560M,1.5,75359401,2560M,1646502069,75044893,75477387,73639031,1.5
450,450,13931979,2.316239,2816M,5.0,22290481,2816M,1646502071,17001814,23388037,3975265,5.0
450,450,15176661,2.320941,2816M,5.0,21078207,2816M,1646502185,18564445,21978397,3822417,5.0
250,250,79519713,0.3,2048M,1.5,80015032,2048M,1646502193,79777425,80172316,78429597,1.5
200,200,74895510,0.297766,2560M,1.5,75600852,2560M,1646502227,75241604,75773774,73960596,1.5
450,450,13895987,2.322795,2816M,5.0,24120437,2816M,1646502299,17638557,25797122,3790543,5.0
300,300,82361775,0.295281,2048M,1.5,83307719,2048M,1646502357,82672583,83861631,81404014,1.5
300,300,82542852,0.299586,2560M,1.5,83406633,2560M,1646502391,82855046,83645651,80979186,1.5
500,500,22005676,2.31332,2816M,5.0,25429424,2816M,1646502415,23341478,26284671,4376465,5.0
350,350,85864890,0.294295,2048M,1.5,86404487,2048M,1646502521,86183822,86516441,84659772,1.5
500,500,22093876,2.323553,2816M,5.0,25142675,2816M,1646502530,23575122,25834501,5227287,5.0
300,300,83297309,0.298596,2560M,1.5,84122485,2560M,1646502555,83614169,84346646,82258991,1.5
500,500,22264003,2.330591,2816M,5.0,25993179,2816M,1646502646,24005518,26563458,5969316,5.0
400,400,87015564,0.294466,2048M,1.5,87555958,2048M,1646502691,87229589,87712140,85474779,1.5
300,300,82536529,0.295919,2560M,1.5,83145626,2560M,1646502721,82740697,83383516,81723632,1.5
500,500,20974131,2.344544,2816M,5.0,26237341,2816M,1646502762,23363128,27314617,4639721,5.0
450,450,86932023,0.29555,2048M,1.5,87465122,2048M,1646502861,87153440,88022148,85533852,1.5
500,500,22671333,2.352141,2816M,5.0,26577070,2816M,1646502877,24996741,27542354,5238660,5.0
350,350,85654390,0.294047,2560M,1.5,86455601,2560M,1646502890,86101589,86650162,84623218,1.5
550,550,27414959,2.352141,2816M,5.0,34550971,2816M,1646502994,29949803,35452103,5479300,5.0
450,450,87635382,0.298692,2048M,1.5,88400812,2048M,1646503034,87914651,88590822,86840290,1.5
400,400,87018332,0.29479,2560M,1.5,87754282,2560M,1646503059,87301159,87928851,86168962,1.5
550,550,27656049,2.352552,2816M,5.0,33985397,2816M,1646503111,31006929,34554433,4669086,5.0
500,500,88150536,0.298845,2048M,1.5,88802960,2048M,1646503208,88449443,88942063,86959092,1.5
550,550,28358498,2.36909,2816M,5.0,31159754,2816M,1646503228,29770241,31690179,9285034,5.0
450,450,87464661,0.295493,2560M,1.5,87996940,2560M,1646503233,87700327,88134869,86307980,1.5
550,550,28764585,2.362525,2816M,5.0,31491368,2816M,1646503345,30178568,32000917,11080077,5.0
550,550,88788837,0.299183,2048M,1.5,89538606,2048M,1646503386,89151643,89648317,87205957,1.5
450,450,87481814,0.295493,2560M,1.5,88010511,2560M,1646503408,87727537,88144894,86448942,1.5
550,550,27046827,2.377466,2816M,5.0,33557911,2816M,1646503462,30023207,34329496,3955747,5.0
600,600,89709322,0.295036,2048M,1.5,90209584,2048M,1646503567,89982260,90414134,88751487,1.5
600,600,36064582,2.371304,2816M,5.0,39132547,2816M,1646503580,37478377,39785332,20186777,5.0
500,500,88051211,0.296721,2560M,1.5,88563645,2560M,1646503586,88266166,88819734,86670927,1.5
600,600,33572086,2.380056,2816M,5.0,36972374,2816M,1646503696,35162800,37950189,14841857,5.0
100,100,55516964,0.112365,1920M,1.5,55952987,1920M,1646503724,55698361,56101844,54558771,1.5
550,550,87826181,0.29606,2560M,1.5,88446384,2560M,1646503763,88032139,88680001,87093516,1.5
600,600,33612746,2.383179,2816M,5.0,39689543,2816M,1646503814,36648454,40829789,17128599,5.0
150,150,69180519,0.227723,1920M,1.5,69811897,1920M,1646503847,69449841,70086729,68055842,1.5
600,600,34540374,2.407611,2816M,5.0,38124844,2816M,1646503932,36063081,39082747,17371824,5.0
600,600,89402936,0.293645,2560M,1.5,90153292,2560M,1646503947,89680984,90344541,88380845,1.5
150,150,69505007,0.290802,1920M,1.5,70600774,1920M,1646503989,69922003,70865349,68444607,1.5
600,600,34380298,2.399095,2816M,5.0,39197198,2816M,1646504050,36672900,40515280,21519995,5.0
100,100,51486597,0.128623,2688M,1.5,51949914,2688M,1646504100,51713996,52123837,50713429,1.5
150,150,66549012,0.287907,1920M,1.5,66913634,1920M,1646504135,66693064,67092600,65745994,1.5
150,150,68140876,0.225082,2688M,1.5,68628580,2688M,1646504222,68329461,68839952,67302104,1.5
200,200,74915073,0.29722,1920M,1.5,75610201,1920M,1646504277,75198696,76266939,73926304,1.5
200,200,80641850,0.295853,2688M,1.5,81226910,2688M,1646504366,80862350,81389805,79966038,1.5
200,200,79350109,0.29722,1920M,1.5,79983467,1920M,1646504439,79570269,80485815,78190305,1.5
200,200,79944451,0.282575,2688M,1.5,80536252,2688M,1646504530,80210210,80718010,78525237,1.5
250,250,82036655,0.280539,1920M,1.5,82733402,1920M,1646504603,82372775,82853698,81184413,1.5
300,300,85283882,0.26883,2688M,1.5,85869379,2688M,1646504697,85547056,86062162,83462314,1.5
350,350,87542747,0.26878,1920M,1.5,88037283,1920M,1646504773,87719971,88192803,86572440,1.5
50,50,308,1.499404,2944M,5.0,430,2944M,1646504774,344,1345,178,5.0
350,350,85626993,0.279563,2688M,1.5,86345007,2688M,1646504868,85935871,86497068,84605533,1.5
100,100,310,1.814807,2944M,5.0,884,2944M,1646504877,379,3783,194,5.0
450,450,87536757,0.285194,1920M,1.5,88013552,1920M,1646504947,87807730,88152299,86686744,1.5
100,100,303,2.060874,2944M,5.0,666,2944M,1646504981,357,2346,188,5.0
450,450,87380777,0.301797,2688M,1.5,88227500,2688M,1646505040,87684542,88333289,86442156,1.5
100,100,298,2.469663,2944M,5.0,545,2944M,1646505084,351,1040,181,5.0
500,500,88330265,0.306857,1920M,1.5,88884110,1920M,1646505123,88496355,89034988,87741995,1.5
100,100,308,2.469663,2944M,5.0,839,2944M,1646505188,360,3428,192,5.0
500,500,87583278,0.306194,2688M,1.5,88922558,2688M,1646505217,87930353,89102706,86998157,1.5
100,100,300,2.457761,2944M,5.0,614,2944M,1646505291,348,2055,187,5.0
500,500,88227260,0.306857,1920M,1.5,88888847,1920M,1646505294,88527345,89034510,87187000,1.5
600,600,89043865,0.307938,2688M,1.5,89584570,2688M,1646505395,89285227,89759395,88062210,1.5
150,150,29903,2.422755,2944M,5.0,128368,2944M,1646505396,58458,157292,292,5.0
550,550,88259888,0.308456,1920M,1.5,89135361,1920M,1646505472,88680418,89272916,87431434,1.5
150,150,26683,2.345313,2944M,5.0,64222,2944M,1646505501,40170,82306,303,5.0
150,150,67778940,0.133538,2816M,1.5,68301445,2816M,1646505540,68027696,68494528,66897898,1.5
150,150,21673,2.345313,2944M,5.0,63426,2944M,1646505606,34497,83912,232,5.0
100,100,50947706,0.113355,1792M,1.5,51425133,1792M,1646505644,51139156,51576658,50113915,1.5
150,150,66633594,0.263481,2816M,1.5,67031056,2816M,1646505681,66799182,67194443,65980025,1.5
150,150,30801,2.314996,2944M,5.0,84118,2944M,1646505711,50129,106288,323,5.0
100,100,50825315,0.236909,1792M,1.5,51305462,1792M,1646505762,51039322,51564528,49976771,1.5
150,150,23347,2.308304,2944M,5.0,56848,2944M,1646505816,34290,71037,267,5.0
150,150,67391290,0.304013,2816M,1.5,68008564,2816M,1646505818,67627159,68207182,66566047,1.5
100,100,51075467,0.305747,1792M,1.5,51536302,1792M,1646505880,51281618,51976039,50333300,1.5
200,200,72224,2.314718,2944M,5.0,131542,2944M,1646505922,92924,169499,1462,5.0
200,200,74914748,0.304747,2816M,1.5,75493137,2816M,1646505960,75191670,75705956,73829174,1.5
150,150,67584146,0.306114,1792M,1.5,68028283,1792M,1646506000,67793998,68189801,66852119,1.5
200,200,67054,2.314718,2944M,5.0,133478,2944M,1646506028,92153,157418,2312,5.0
200,200,74083511,0.305453,2816M,1.5,74596319,2816M,1646506119,74277678,74775145,73273403,1.5
150,150,68144345,0.305157,1792M,1.5,68705359,1792M,1646506133,68361276,68896846,67139884,1.5
200,200,59102,2.312729,2944M,5.0,115796,2944M,1646506135,81139,143551,1801,5.0
200,200,68002,2.312729,2944M,5.0,123943,2944M,1646506241,88411,141569,784,5.0
150,150,66842536,0.304264,1792M,1.5,67512614,1792M,1646506271,67045692,68060114,65834437,1.5
200,200,74495226,0.304908,2816M,1.5,75086598,2816M,1646506279,74776742,75246059,73559204,1.5
200,200,60993,2.302216,2944M,5.0,108096,2944M,1646506347,78508,126236,4648,5.0
150,150,66672073,0.306475,1792M,1.5,67059758,1792M,1646506408,66860352,67247157,66139619,1.5
300,300,81889098,0.302768,2816M,1.5,82499348,2816M,1646506444,82132969,82765175,81128146,1.5
250,250,112073,2.286379,2944M,5.0,174885,2944M,1646506455,139037,207959,14077,5.0
200,200,74247726,0.30637,1792M,1.5,74787059,1792M,1646506549,74462625,75040461,73383360,1.5
250,250,114268,2.316716,2944M,5.0,205314,2944M,1646506563,148152,247207,3641,5.0
400,400,86872959,0.303888,2816M,1.5,87304598,2816M,1646506613,87068866,87436424,85957977,1.5
250,250,138832,2.3127,2944M,5.0,228767,2944M,1646506671,175474,262104,12397,5.0
200,200,74333026,0.306208,1792M,1.5,74855267,1792M,1646506709,74556433,74990822,73490676,1.5
250,250,136775,2.306231,2944M,5.0,218772,2944M,1646506779,164897,259388,10235,5.0
450,450,87022633,0.306334,2816M,1.5,87533418,2816M,1646506784,87208190,87693177,86355000,1.5
200,200,73593834,0.304636,1792M,1.5,74660659,1792M,1646506868,74019780,74893815,72459627,1.5
250,250,127078,2.307032,2944M,5.0,200974,2944M,1646506887,154908,234963,16059,5.0
450,450,87078219,0.308156,2816M,1.5,87578825,2816M,1646506956,87277157,87812128,86211880,1.5
300,300,217356,2.303317,2944M,5.0,364578,2944M,1646506997,273812,437467,27535,5.0
200,200,74230231,0.304589,1792M,1.5,74804368,1792M,1646507027,74491785,75070960,73144699,1.5
300,300,212211,2.317441,2944M,5.0,355349,2944M,1646507106,266570,424451,25291,5.0
500,500,87843798,0.306797,2816M,1.5,88252677,2816M,1646507132,87975833,88538872,87058950,1.5
200,200,74141060,0.304187,1792M,1.5,74785732,1792M,1646507187,74419693,75043189,73263793,1.5
300,300,183326,2.317441,2944M,5.0,317787,2944M,1646507215,233265,380290,21268,5.0
600,600,89268737,0.309813,2816M,1.5,90353494,2816M,1646507312,89704933,90549828,86786391,1.5
300,300,189361,2.315124,2944M,5.0,278680,2944M,1646507325,223911,343565,39205,5.0
250,250,79598327,0.304523,1792M,1.5,80292574,1792M,1646507347,79851165,80434182,78759720,1.5
300,300,198154,2.320506,2944M,5.0,311084,2944M,1646507434,243745,349993,13210,5.0
150,150,67238517,0.117064,2944M,1.5,68051811,2944M,1646507472,67673138,68397562,66368217,1.5
300,300,81701798,0.306108,1792M,1.5,82427697,1792M,1646507512,82064165,82796562,80744911,1.5
350,350,1449349,2.320506,2944M,5.0,4167956,2944M,1646507545,2507241,5359043,58131,5.0
150,150,67073730,0.270765,2944M,1.5,67601596,2944M,1646507612,67292065,67792462,66256844,1.5
350,350,1154299,2.290473,2944M,5.0,4233544,2944M,1646507656,1956531,5083785,86009,5.0
350,350,83143570,0.302755,1792M,1.5,84065985,1792M,1646507678,83517828,84317596,82247463,1.5
200,200,74929354,0.304806,2944M,1.5,75412604,2944M,1646507754,75155512,75564240,74290248,1.5
350,350,2510880,2.305879,2944M,5.0,4904254,2944M,1646507768,3653865,5829306,772573,5.0
350,350,84415130,0.304884,1792M,1.5,84920712,1792M,1646507845,84591207,85172805,83408780,1.5
350,350,1826101,2.290975,2944M,5.0,5059679,2944M,1646507880,3363534,6448559,138586,5.0
200,200,74318449,0.305021,2944M,1.5,74797798,2944M,1646507914,74546184,74923082,73281983,1.5
350,350,1350516,2.290975,2944M,5.0,5713727,2944M,1646507991,2608842,6639676,140600,5.0
400,400,84364102,0.302694,1792M,1.5,84967261,1792M,1646508015,84639461,85159288,83484424,1.5
200,200,74469976,0.305373,2944M,1.5,74981295,2944M,1646508073,74700516,75073480,73294852,1.5
400,400,7795382,2.282859,2944M,5.0,11081501,2944M,1646508105,9376579,12649553,3601019,5.0
450,450,87336270,0.300321,1792M,1.5,87917396,1792M,1646508187,87522163,88158529,86437637,1.5
400,400,7672627,2.262653,2944M,5.0,11823144,2944M,1646508219,9317382,13029545,3648429,5.0
250,250,79538397,0.304303,2944M,1.5,80167800,2944M,1646508235,79847749,80400552,78003903,1.5
400,400,6944945,2.292045,2944M,5.0,11140618,2944M,1646508333,8320531,12209610,3809015,5.0
550,550,88363152,0.309903,1792M,1.5,89062488,1792M,1646508364,88854523,89212168,87348425,1.5
250,250,80213716,0.300464,2944M,1.5,80725726,2944M,1646508396,80411720,80948281,79242854,1.5
400,400,7328664,2.292045,2944M,5.0,12601152,2944M,1646508447,9910281,13281958,3592978,5.0
600,600,89211089,0.306884,1792M,1.5,89625192,1792M,1646508545,89433664,89946906,87896524,1.5
250,250,80785606,0.300158,2944M,1.5,81265213,2944M,1646508556,81001408,81379960,79868527,1.5
400,400,8092884,2.282574,2944M,5.0,13244334,2944M,1646508562,10504955,15587735,3622727,5.0
450,450,14403818,2.2629,2944M,5.0,18300105,2944M,1646508676,16617689,19818248,4135915,5.0
150,150,68716228,0.116918,1664M,1.5,69379786,1664M,1646508702,68959557,69668071,67806431,1.5
300,300,82372129,0.29918,2944M,1.5,83171165,2944M,1646508719,82646852,83389415,81591306,1.5
450,450,13266779,2.283518,2944M,5.0,18798690,2944M,1646508791,15301365,20530242,4216388,5.0
200,200,75159110,0.263464,1664M,1.5,75942632,1664M,1646508847,75472569,76189906,74307139,1.5
300,300,82571658,0.29425,2944M,1.5,83411410,2944M,1646508883,82968251,83754328,81658190,1.5
450,450,14410292,2.294968,2944M,5.0,22483491,2944M,1646508907,17724025,23450055,3583060,5.0
200,200,74915363,0.297183,1664M,1.5,75381007,1664M,1646509006,75131089,75516472,74032821,1.5
450,450,14460838,2.299579,2944M,5.0,20651573,2944M,1646509021,17128748,21965137,3831150,5.0
300,300,82593425,0.294684,2944M,1.5,83305843,2944M,1646509048,82892634,83492426,81623081,1.5
450,450,13736251,2.306275,2944M,5.0,18992946,2944M,1646509136,15931045,20180479,3825339,5.0
200,200,74837577,0.297848,1664M,1.5,75309495,1664M,1646509166,75038888,75512897,74096172,1.5
350,350,84933463,0.299057,2944M,1.5,85716396,2944M,1646509213,85355009,85904806,83434683,1.5
500,500,20983435,2.311112,2944M,5.0,26610495,2944M,1646509251,24249418,27981058,4027987,5.0
200,200,75539614,0.297848,1664M,1.5,76016002,1664M,1646509325,75805253,76089519,74522947,1.5
500,500,21041438,2.317793,2944M,5.0,28151058,2944M,1646509367,24110250,29276634,4517067,5.0
350,350,84717005,0.299453,2944M,1.5,85256089,2944M,1646509381,84990941,85427616,83554472,1.5
500,500,20784514,2.334486,2944M,5.0,25418205,2944M,1646509483,22760919,26066661,3854805,5.0
300,300,82051687,0.296711,1664M,1.5,82539208,1664M,1646509491,82255078,82669951,81056895,1.5
400,400,87342837,0.299453,2944M,1.5,87961166,2944M,1646509549,87353574,87961166,86706111,1.5
500,500,21815964,2.340581,2944M,5.0,26519313,2944M,1646509598,24083996,27653860,5113434,5.0
350,350,85829551,0.296087,1664M,1.5,86461484,1664M,1646509656,86094201,86611575,84518650,1.5
500,500,22507206,2.339269,2944M,5.0,26109271,2944M,1646509714,24306147,26558894,5479412,5.0
450,450,87358996,0.29671,2944M,1.5,88030646,2944M,1646509723,87693887,88195829,86465931,1.5
350,350,85509291,0.296705,1664M,1.5,86175259,1664M,1646509823,85802451,86384166,84344040,1.5
550,550,27867314,2.335594,2944M,5.0,32299710,2944M,1646509831,30084549,32889246,13495161,5.0
500,500,88039623,0.297699,2944M,1.5,88611828,2944M,1646509897,88208514,88784479,86986485,1.5
550,550,28347452,2.347337,2944M,5.0,33865657,2944M,1646509948,30779841,34766252,15539300,5.0
450,450,87806147,0.296113,1664M,1.5,88283227,1664M,1646509995,88073299,88365469,87186637,1.5
550,550,28329862,2.3765,2944M,5.0,33832795,2944M,1646510064,31364884,34480564,6811645,5.0
600,600,89279823,0.299094,2944M,1.5,89733441,2944M,1646510081,89496900,89846347,88093016,1.5
500,500,88680448,0.295784,1664M,1.5,89380733,1664M,1646510171,88988089,89679474,87483000,1.5
550,550,27665369,2.373556,2944M,5.0,31739469,2944M,1646510181,29408692,32595179,11171736,5.0
150,150,69340750,0.132467,3072M,1.5,69895346,3072M,1646510242,69558254,70125565,68613842,1.5
550,550,27309418,2.379916,2944M,5.0,31899997,2944M,1646510298,30021389,32587680,9125586,5.0
550,550,89635493,0.289617,1664M,1.5,90151529,1664M,1646510350,89862327,90297390,88319870,1.5
150,150,69096817,0.25189,3072M,1.5,69586452,3072M,1646510382,69318632,69722285,68334320,1.5
600,600,33245363,2.381421,2944M,5.0,35992752,2944M,1646510416,34470701,36903819,14000673,5.0
150,150,69466597,0.293384,3072M,1.5,69917853,3072M,1646510522,69670510,70513453,68507838,1.5
600,600,89565094,0.291122,1664M,1.5,90083329,1664M,1646510534,89783763,90248723,87720331,1.5
600,600,89565094,0.291122,1664M,5.0,90083329,2944M,1646510534,89783763,38562967,87720331,1.5
600,600,33776302,2.398906,2944M,5.0,37945251,2944M,1646510651,36143447,38597345,15812993,5.0
200,200,76633729,0.292576,3072M,1.5,77481390,3072M,1646510672,76931728,77700994,75823444,1.5
150,150,69317693,0.129361,1536M,1.5,69883150,1536M,1646510695,69597761,69992128,68559865,1.5
600,600,33555429,2.398906,2944M,5.0,38966387,2944M,1646510769,36250537,39744877,5836047,5.0
200,200,75592021,0.284157,3072M,1.5,76158067,3072M,1646510832,75843943,76367505,74723726,1.5
150,150,69228250,0.243994,1536M,1.5,69744835,1536M,1646510838,69440369,69947481,68119261,1.5
600,600,33845915,2.393662,2944M,5.0,35927951,2944M,1646510886,34878172,36361306,18430683,5.0
150,150,67863694,0.293763,1536M,1.5,68531143,1536M,1646510980,68134537,68666424,67288156,1.5
250,250,79963016,0.293707,3072M,1.5,80398065,3072M,1646510992,80138761,80668840,79115831,1.5
150,150,68654221,0.298037,1536M,1.5,69228570,1536M,1646511120,68939069,69457176,67787891,1.5
250,250,81126140,0.295199,3072M,1.5,81436572,3072M,1646511155,81258826,81543479,80359875,1.5
200,200,78696909,0.298037,1536M,1.5,79434397,1536M,1646511278,79010499,79924206,77594286,1.5
350,350,87137330,0.291154,3072M,1.5,87660106,3072M,1646511325,87361341,87947192,85927580,1.5
50,50,318,1.855075,3072M,5.0,452,3072M,1646511405,357,1025,209,5.0
200,200,79162543,0.276498,1536M,1.5,79831906,1536M,1646511440,79447399,80118214,78005696,1.5
450,450,88387720,0.271915,3072M,1.5,89058269,3072M,1646511502,88699884,89240197,87034708,1.5
200,200,79143845,0.271258,1536M,1.5,79564470,1536M,1646511603,79329573,79733756,78372083,1.5
450,450,87956038,0.27745,3072M,1.5,88474756,3072M,1646511682,88158845,88627114,87096365,1.5
100,100,308,1.823482,3072M,5.0,638,3072M,1646511713,359,3564,184,5.0
250,250,79775898,0.28073,1536M,1.5,80452204,1536M,1646511765,80090048,80662537,78984047,1.5
100,100,311,2.141296,3072M,5.0,580,3072M,1646511817,365,1195,173,5.0
500,500,88030150,0.291671,3072M,1.5,88575386,3072M,1646511859,88286572,88852889,86755577,1.5
100,100,294,2.308302,3072M,5.0,540,3072M,1646511920,339,1781,185,5.0
300,300,83655820,0.301308,1536M,1.5,84276140,1536M,1646511928,83902046,84497118,82560728,1.5
100,100,315,2.457865,3072M,5.0,684,3072M,1646512024,380,1427,194,5.0
600,600,89635258,0.305693,3072M,1.5,90811156,3072M,1646512037,89898271,90918264,89014535,1.5
350,350,86237781,0.297767,1536M,1.5,86968674,1536M,1646512095,86577848,87132487,85128383,1.5
100,100,311,2.428087,3072M,5.0,612,3072M,1646512128,376,1996,180,5.0
150,150,68597387,0.093889,3200M,1.5,69064069,3200M,1646512188,68817785,69316855,67885544,1.5
150,150,21218,2.405006,3072M,5.0,56433,3072M,1646512232,32045,69107,274,5.0
400,400,86373520,0.29453,1536M,1.5,87108050,1536M,1646512263,86646392,87356360,85104739,1.5
150,150,67423933,0.262119,3200M,1.5,67971698,3200M,1646512330,67639238,68095786,66607906,1.5
150,150,22253,2.351961,3072M,5.0,53496,3072M,1646512337,33039,66908,225,5.0
450,450,86292181,0.30834,1536M,1.5,86813774,1536M,1646512435,86506312,87046003,85140980,1.5
150,150,25616,2.317114,3072M,5.0,69350,3072M,1646512442,39124,96198,211,5.0
200,200,74808194,0.305246,3200M,1.5,75214846,3200M,1646512470,74974852,75384743,73884325,1.5
150,150,32126,2.311141,3072M,5.0,84683,3072M,1646512547,50050,106323,352,5.0
200,200,74239706,0.308667,3200M,1.5,75084331,3200M,1646512630,74560986,75430444,73048074,1.5
150,150,19862,2.334405,3072M,5.0,48511,3072M,1646512652,30971,57817,232,5.0
