scenario2c/rabbitmq-reduced.csv.time,scenario2c/rabbitmq-reduced.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.cpu_limit,scenario2c/rabbitmq-reduced.csv.n,scenario2c/rabbitmq-features.csv.cpu_usage,scenario2c/rabbitmq-features.csv.n,scenario2c/rabbitmq-features.csv.ram_limit,scenario2c/rabbitmq-features.csv.cpu_limit,lat99
1644351194,3328M,1.0,300,0.264024,300,3328M,1.0,52715938
1644351252,3328M,1.0,350,0.082249,350,3328M,1.0,53245229
1644351308,3328M,1.0,350,0.246684,350,3328M,1.0,53159590
1644351376,3328M,1.0,450,0.182532,450,3328M,1.0,54030170
1644351381,1792M,4.0,100,1.424717,100,1792M,4.0,2040
1644351436,3328M,1.0,400,0.251815,400,3328M,1.0,52896999
1644351445,1792M,4.0,100,1.552454,100,1792M,4.0,1248
1644351509,1792M,4.0,100,1.764792,100,1792M,4.0,1379
1644351519,3328M,1.0,500,0.256967,500,3328M,1.0,53761208
1644351572,1792M,4.0,100,1.862806,100,1792M,4.0,11646
1644351587,3328M,1.0,450,0.255942,450,3328M,1.0,53815279
1644351636,1792M,4.0,100,2.007187,100,1792M,4.0,1254
1644351667,3328M,1.0,550,0.273607,550,3328M,1.0,54512350
1644351701,1792M,4.0,150,2.13759,150,1792M,4.0,50919
1644351733,3328M,1.0,500,0.254801,500,3328M,1.0,53916309
1644351767,1792M,4.0,150,2.214174,150,1792M,4.0,62345
1644351807,3456M,1.0,250,0.067357,250,3456M,1.0,48340048
1644351832,1792M,4.0,150,2.271047,150,1792M,4.0,54247
1644351882,3328M,1.0,550,0.266732,550,3328M,1.0,54441268
1644351897,1792M,4.0,150,2.319481,150,1792M,4.0,50348
1644351915,3456M,1.0,300,0.175632,300,3456M,1.0,50783631
1644351962,1792M,4.0,150,2.383346,150,1792M,4.0,51563
1644352021,3456M,1.0,300,0.258158,300,3456M,1.0,51411483
1644352029,1792M,4.0,200,2.461585,200,1792M,4.0,147918
1644352034,3328M,1.0,600,0.270086,600,3328M,1.0,54264588
1644352096,1792M,4.0,200,2.39872,200,1792M,4.0,138305
1644352139,3456M,1.0,350,0.26914,350,3456M,1.0,52010374
1644352142,3456M,1.0,200,0.059043,200,3456M,1.0,46765915
1644352163,1792M,4.0,200,2.394535,200,1792M,4.0,137882
1644352230,1792M,4.0,200,2.346983,200,1792M,4.0,154815
1644352248,3456M,1.0,250,0.163427,250,3456M,1.0,49376879
1644352255,3456M,1.0,400,0.264821,400,3456M,1.0,52916662
1644352297,1792M,4.0,200,2.36278,200,1792M,4.0,169580
1644352355,3456M,1.0,300,0.244069,300,3456M,1.0,51414622
1644352365,1792M,4.0,250,2.365288,250,1792M,4.0,185190
1644352398,3456M,1.0,450,0.270485,450,3456M,1.0,53860142
1644352433,1792M,4.0,250,2.365288,250,1792M,4.0,245342
1644352463,3456M,1.0,300,0.26503,300,3456M,1.0,50608479
1644352501,1792M,4.0,250,2.374836,250,1792M,4.0,154558
1644352548,3456M,1.0,550,0.271344,550,3456M,1.0,53736938
1644352567,3456M,1.0,350,0.272215,350,3456M,1.0,52550668
1644352570,1792M,4.0,250,2.37584,250,1792M,4.0,200255
1644352638,1792M,4.0,250,2.373605,250,1792M,4.0,203480
1644352687,3456M,1.0,400,0.274809,400,3456M,1.0,53142179
1644352698,3584M,1.0,150,0.067347,150,3584M,1.0,44904715
1644352708,1792M,4.0,300,2.397866,300,1792M,4.0,266754
1644352778,1792M,4.0,300,2.420906,300,1792M,4.0,280084
1644352796,3584M,1.0,150,0.145967,150,3584M,1.0,44649561
1644352824,3456M,1.0,450,0.269292,450,3456M,1.0,53676634
1644352848,1792M,4.0,300,2.37232,300,1792M,4.0,255916
1644352895,3584M,1.0,150,0.223793,150,3584M,1.0,42916261
1644352917,1792M,4.0,300,2.45034,300,1792M,4.0,251350
1644352974,3456M,1.0,550,0.267017,550,3456M,1.0,54198477
1644352987,1792M,4.0,300,2.407612,300,1792M,4.0,262379
1644352995,3584M,1.0,200,0.264506,200,3584M,1.0,47924766
1644353058,1792M,4.0,350,2.373557,350,1792M,4.0,346713
1644353102,3584M,1.0,200,0.263438,200,3584M,1.0,46754840
1644353118,3584M,1.0,200,0.070293,200,3584M,1.0,47063181
1644353130,1792M,4.0,350,2.428436,350,1792M,4.0,364447
1644353201,1792M,4.0,350,2.403313,350,1792M,4.0,530089
1644353207,3584M,1.0,250,0.260567,250,3584M,1.0,49244474
1644353221,3584M,1.0,200,0.149691,200,3584M,1.0,47480669
1644353273,1792M,4.0,350,2.3811,350,1792M,4.0,393832
1644353314,3584M,1.0,300,0.259141,300,3584M,1.0,51432682
1644353326,3584M,1.0,250,0.255911,250,3584M,1.0,49297813
1644353344,1792M,4.0,350,2.322321,350,1792M,4.0,341063
1644353418,1792M,4.0,400,2.39545,400,1792M,4.0,6616073
1644353422,3584M,1.0,300,0.263123,300,3584M,1.0,51031856
1644353432,3584M,1.0,250,0.266741,250,3584M,1.0,49219618
1644353492,1792M,4.0,400,2.436321,400,1792M,4.0,7337065
1644353537,3584M,1.0,350,0.264783,350,3584M,1.0,52646700
1644353539,3584M,1.0,250,0.265832,250,3584M,1.0,49098080
1644353566,1792M,4.0,400,2.494479,400,1792M,4.0,5786875
1644353640,1792M,4.0,400,2.380109,400,1792M,4.0,6609480
1644353647,3584M,1.0,300,0.265867,300,3584M,1.0,50802249
1644353656,3584M,1.0,400,0.266225,400,3584M,1.0,52889985
1644353714,1792M,4.0,400,2.47284,400,1792M,4.0,5779566
1644353761,3584M,1.0,350,0.269206,350,3584M,1.0,52190955
1644353790,1792M,4.0,450,2.416083,450,1792M,4.0,9480376
1644353798,3584M,1.0,450,0.265341,450,3584M,1.0,53746686
1644353865,1792M,4.0,450,2.37917,450,1792M,4.0,10016854
1644353886,3584M,1.0,400,0.263889,400,3584M,1.0,53275027
1644353940,1792M,4.0,450,2.37917,450,1792M,4.0,13276335
1644353944,3584M,1.0,550,0.265378,550,3584M,1.0,54189455
1644354016,1792M,4.0,450,2.435008,450,1792M,4.0,9393289
1644354029,3584M,1.0,450,0.26225,450,3584M,1.0,54232660
1644354092,1792M,4.0,450,0.029225,150,3712M,1.0,12358125
1644354092,3712M,1.0,150,0.029225,150,3712M,1.0,45066584
1644354168,1792M,4.0,500,2.477223,500,1792M,4.0,13332860
1644354178,3584M,1.0,550,0.25989,550,3584M,1.0,54286824
1644354192,3712M,1.0,200,0.160074,200,3712M,1.0,48301412
1644354244,1792M,4.0,500,2.477223,500,1792M,4.0,15915741
1644354295,3712M,1.0,200,0.232988,200,3712M,1.0,47732224
1644354321,1792M,4.0,500,2.422047,500,1792M,4.0,15455257
1644354331,3712M,1.0,250,0.063193,250,3712M,1.0,49274881
1644354397,1792M,4.0,500,2.546824,500,1792M,4.0,15427615
1644354398,3712M,1.0,200,0.256044,200,3712M,1.0,47959010
1644354436,3712M,1.0,250,0.167677,250,3712M,1.0,49575673
1644354473,1792M,4.0,500,2.450691,500,1792M,4.0,15221041
1644354499,3712M,1.0,200,0.250557,200,3712M,1.0,48057897
1644354542,3712M,1.0,300,0.24498,300,3712M,1.0,51783412
1644354551,1792M,4.0,550,2.5356,550,1792M,4.0,16582473
1644354604,3712M,1.0,250,0.25167,250,3712M,1.0,49904705
1644354629,1792M,4.0,550,2.5356,550,1792M,4.0,17691755
1644354656,3712M,1.0,350,0.258551,350,3712M,1.0,52565802
1644354706,1792M,4.0,550,2.434617,550,1792M,4.0,17814438
1644354711,3712M,1.0,250,0.255163,250,3712M,1.0,49346263
1644354784,1792M,4.0,550,0.254353,400,3712M,1.0,20789156
1644354784,3712M,1.0,400,0.254353,400,3712M,1.0,53203634
1644354820,3712M,1.0,300,0.253605,300,3712M,1.0,51503752
1644354862,1792M,4.0,550,2.342681,550,1792M,4.0,17918789
1644354955,3712M,1.0,350,0.253247,350,3712M,1.0,51621791
1644355089,3712M,1.0,400,0.264402,400,3712M,1.0,52468979
1644355236,3712M,1.0,450,0.267117,450,3712M,1.0,54173915
1644355388,3712M,1.0,500,0.263676,500,3712M,1.0,53853877
1644355395,1920M,4.0,50,1.875329,50,1920M,4.0,6921
1644355521,1920M,4.0,100,1.494193,100,1920M,4.0,4462
1644355570,3712M,1.0,550,0.254747,550,3712M,1.0,54053420
1644355585,1920M,4.0,100,1.620215,100,1920M,4.0,1436
1644355649,1920M,4.0,100,1.692166,100,1920M,4.0,1884
1644355712,1920M,4.0,100,1.882338,100,1920M,4.0,1608
1644355749,3712M,1.0,550,0.267136,550,3712M,1.0,54680541
1644355776,1920M,4.0,100,2.067497,100,1920M,4.0,1433
1644355841,1920M,4.0,150,2.181449,150,1920M,4.0,71804
1644355893,3840M,1.0,300,0.065667,300,3840M,1.0,50653525
1644355906,1920M,4.0,150,2.212811,150,1920M,4.0,30643
1644355972,1920M,4.0,150,2.267252,150,1920M,4.0,96646
1644356000,3840M,1.0,300,0.153413,300,3840M,1.0,50518237
1644356037,1920M,4.0,150,2.354183,150,1920M,4.0,68471
1644356102,1920M,4.0,150,2.402211,150,1920M,4.0,46684
1644356106,3840M,1.0,350,0.231226,350,3840M,1.0,51889822
1644356169,1920M,4.0,200,2.404554,200,1920M,4.0,125327
1644356235,3840M,1.0,400,2.449956,200,1920M,4.0,53099572
1644356235,1920M,4.0,200,2.449956,200,1920M,4.0,125064
1644356302,1920M,4.0,200,2.449956,200,1920M,4.0,364532
1644356357,3840M,1.0,450,0.268028,450,3840M,1.0,52645701
1644356369,1920M,4.0,200,2.380907,200,1920M,4.0,125504
1644356435,1920M,4.0,200,2.393509,200,1920M,4.0,128198
1644356500,3840M,1.0,500,0.266607,500,3840M,1.0,53926290
1644356504,1920M,4.0,250,2.383859,250,1920M,4.0,216323
1644356572,1920M,4.0,250,2.388413,250,1920M,4.0,185841
1644356640,1920M,4.0,250,2.33947,250,1920M,4.0,211923
1644356649,3840M,1.0,600,0.2688,600,3840M,1.0,54130672
1644356708,1920M,4.0,250,2.358324,250,1920M,4.0,179589
1644356777,1920M,4.0,250,2.390628,250,1920M,4.0,228162
1644356783,3968M,1.0,250,0.054766,250,3968M,1.0,48448357
1644356846,1920M,4.0,300,2.365111,300,1920M,4.0,265681
1644356890,3968M,1.0,300,0.173401,300,3968M,1.0,50794867
1644356916,1920M,4.0,300,2.368748,300,1920M,4.0,254475
1644356985,1920M,4.0,300,2.410453,300,1920M,4.0,276292
1644357001,3968M,1.0,350,0.254476,350,3968M,1.0,51938863
1644357055,1920M,4.0,300,2.357813,300,1920M,4.0,286248
1644357118,3968M,1.0,400,0.269241,400,3968M,1.0,52208966
1644357124,1920M,4.0,300,2.444974,300,1920M,4.0,274598
1644357195,1920M,4.0,350,2.361568,350,1920M,4.0,376371
1644357239,3968M,1.0,450,0.270673,450,3968M,1.0,53281238
1644357267,1920M,4.0,350,2.439616,350,1920M,4.0,381854
1644357338,1920M,4.0,350,2.4352,350,1920M,4.0,390944
1644357384,3968M,1.0,500,0.27097,500,3968M,1.0,53390160
1644357410,1920M,4.0,350,2.383073,350,1920M,4.0,418527
1644357481,1920M,4.0,350,2.442355,350,1920M,4.0,371496
1644357535,3968M,1.0,550,0.271586,550,3968M,1.0,53440315
1644357555,1920M,4.0,400,2.39992,400,1920M,4.0,6090204
1644357628,1920M,4.0,400,2.350017,400,1920M,4.0,8742758
1644357685,4096M,1.0,300,0.072726,300,4096M,1.0,51008467
1644357703,1920M,4.0,400,2.432607,400,1920M,4.0,7544127
1644357777,1920M,4.0,400,2.432607,400,1920M,4.0,6825802
1644357794,4096M,1.0,300,0.177039,300,4096M,1.0,50368895
1644357851,1920M,4.0,400,2.467105,400,1920M,4.0,7784475
1644357904,4096M,1.0,350,0.257212,350,4096M,1.0,52366836
1644357926,1920M,4.0,450,2.376757,450,1920M,4.0,12430592
1644358002,1920M,4.0,450,2.425157,450,1920M,4.0,8881545
1644358021,4096M,1.0,400,0.264256,400,4096M,1.0,50525775
1644358077,1920M,4.0,450,2.422984,450,1920M,4.0,9380041
1644358153,1920M,4.0,450,2.483726,450,1920M,4.0,10350873
1644358164,4096M,1.0,450,0.266738,450,4096M,1.0,53792465
1644358227,1920M,4.0,450,2.348044,450,1920M,4.0,9542225
1644358304,1920M,4.0,500,2.522089,500,1920M,4.0,16242060
1644358308,4096M,1.0,500,0.26378,500,4096M,1.0,54005774
1644358380,1920M,4.0,500,2.425426,500,1920M,4.0,15577676
1644358457,1920M,4.0,500,2.500577,500,1920M,4.0,13750119
1644358533,1920M,4.0,500,2.441392,500,1920M,4.0,14821239
1644358608,1920M,4.0,500,2.538455,500,1920M,4.0,18630594
1646060014,512M,0.5,50,0.167094,50,512M,0.5,1472031
1646060076,512M,0.5,50,0.274484,50,512M,0.5,835150
1646060139,512M,0.5,50,0.355569,50,512M,0.5,595850
1646060202,512M,0.5,50,0.405636,50,512M,0.5,378450
1646060265,512M,0.5,50,0.42206,50,512M,0.5,287068
1646060329,512M,0.5,100,0.42206,100,512M,0.5,13221296
1646060678,640M,0.5,200,0.192868,200,640M,0.5,32616620
1646061015,768M,0.5,50,0.213492,50,768M,0.5,206572
1646061078,768M,0.5,50,0.292853,50,768M,0.5,201802
1646061141,768M,0.5,50,0.424015,50,768M,0.5,164350
1646061204,768M,0.5,50,0.4412,50,768M,0.5,197335
1646061267,768M,0.5,50,0.4412,50,768M,0.5,121685
1646061335,768M,0.5,100,0.420225,100,768M,0.5,16272958
1646061404,768M,0.5,100,0.426364,100,768M,0.5,16533903
1646061473,768M,0.5,100,0.43616,100,768M,0.5,16340255
1646061541,768M,0.5,100,0.441597,100,768M,0.5,16040243
1646061610,768M,0.5,100,0.461814,100,768M,0.5,16144309
1646061680,768M,0.5,150,0.451177,150,768M,0.5,29965037
1646061750,768M,0.5,150,0.467513,150,768M,0.5,29854934
1646061821,768M,0.5,150,0.470829,150,768M,0.5,29017950
1646061892,768M,0.5,150,0.481643,150,768M,0.5,29952274
1646061962,768M,0.5,150,0.493434,150,768M,0.5,29825164
1646062034,768M,0.5,200,0.493135,200,768M,0.5,36623520
1646062110,768M,0.5,200,0.495231,200,768M,0.5,36697798
1646062187,768M,0.5,200,0.495119,200,768M,0.5,36606165
1646062263,768M,0.5,200,0.497772,200,768M,0.5,36590654
1646062342,768M,0.5,250,0.498287,250,768M,0.5,41334584
1646062898,896M,0.5,50,0.351721,50,896M,0.5,172824
1646062961,896M,0.5,50,0.432417,50,896M,0.5,189461
1646063023,896M,0.5,50,0.478106,50,896M,0.5,181173
1646063086,896M,0.5,50,0.460768,50,896M,0.5,188789
1646063155,896M,0.5,100,0.441551,100,896M,0.5,15064439
1646063223,896M,0.5,100,0.42536,100,896M,0.5,15788169
1646063292,896M,0.5,100,0.43591,100,896M,0.5,15579661
1646063361,896M,0.5,100,0.443358,100,896M,0.5,16216474
1646063429,896M,0.5,100,0.449758,100,896M,0.5,16355492
1646063501,896M,0.5,150,0.453252,150,896M,0.5,28261698
1646063571,896M,0.5,150,0.459597,150,896M,0.5,28984441
1646063641,896M,0.5,150,0.47098,150,896M,0.5,29256973
1646063711,896M,0.5,150,0.48341,150,896M,0.5,29047182
1646063781,896M,0.5,150,0.492666,150,896M,0.5,29609232
1646063853,896M,0.5,200,0.493747,200,896M,0.5,36231635
1646063929,896M,0.5,200,0.49376,200,896M,0.5,36282436
1646064005,896M,0.5,200,0.495168,200,896M,0.5,36205715
1646064082,896M,0.5,200,0.49713,200,896M,0.5,36097697
1646064160,896M,0.5,200,0.498359,200,896M,0.5,36495255
1646064237,896M,0.5,250,0.498494,250,896M,0.5,41359704
1646064323,896M,0.5,250,0.498494,250,896M,0.5,40814772
1646064409,896M,0.5,250,0.49854,250,896M,0.5,40956673
1646064496,896M,0.5,250,0.498389,250,896M,0.5,41161347
1646064581,896M,0.5,250,0.498756,250,896M,0.5,41406579
1646064739,896M,0.5,300,0.497981,300,896M,0.5,43465493
1646064997,1024M,0.5,50,0.353553,50,1024M,0.5,176826
1646065060,1024M,0.5,50,0.433737,50,1024M,0.5,184778
1646065122,1024M,0.5,50,0.472837,50,1024M,0.5,193872
1646065185,1024M,0.5,50,0.460396,50,1024M,0.5,178464
1646065248,1024M,0.5,50,0.441781,50,1024M,0.5,194272
1646065317,1024M,0.5,100,0.42194,100,1024M,0.5,14806291
1646065385,1024M,0.5,100,0.427306,100,1024M,0.5,14588964
1646325281,512M,0.5,50,0.172783,50,512M,0.5,301593
1646325344,512M,0.5,50,0.250325,50,512M,0.5,190555
1646325407,512M,0.5,50,0.30146,50,512M,0.5,185756
1646325469,512M,0.5,50,0.352521,50,512M,0.5,178325
1646325532,512M,0.5,50,0.420576,50,512M,0.5,180085
1646325596,512M,0.5,100,0.421506,100,512M,0.5,11725824
1646325942,640M,0.5,150,0.154826,150,640M,0.5,29737596
1646326283,768M,0.5,50,0.247486,50,768M,0.5,198855
1646326346,768M,0.5,50,0.328086,50,768M,0.5,198473
1646326409,768M,0.5,50,0.411142,50,768M,0.5,254670
1646326471,768M,0.5,50,0.441046,50,768M,0.5,246751
1646326534,768M,0.5,50,0.433743,50,768M,0.5,168839
1646326603,768M,0.5,100,0.423106,100,768M,0.5,14971145
1646326671,768M,0.5,100,0.427659,100,768M,0.5,15397580
1646326740,768M,0.5,100,0.433148,100,768M,0.5,15985469
1646326809,768M,0.5,100,0.440714,100,768M,0.5,15895771
1646326878,768M,0.5,100,0.450078,100,768M,0.5,15343082
1646326948,768M,0.5,150,0.450078,150,768M,0.5,29616723
1646327018,768M,0.5,150,0.461605,150,768M,0.5,29600378
1646327090,768M,0.5,150,0.469689,150,768M,0.5,28809750
1646327160,768M,0.5,150,0.480095,150,768M,0.5,28952436
1646327230,768M,0.5,150,0.493752,150,768M,0.5,29187011
1646327301,768M,0.5,200,0.491685,200,768M,0.5,36336759
1646327378,768M,0.5,200,0.495234,200,768M,0.5,36393190
1646327454,768M,0.5,200,0.494828,200,768M,0.5,36459696
1646327530,768M,0.5,200,0.496303,200,768M,0.5,36532390
1646327607,768M,0.5,200,0.498072,200,768M,0.5,36125059
1646327750,768M,0.5,250,0.497879,250,768M,0.5,36702135
1646328086,896M,0.5,50,0.215035,50,896M,0.5,198505
1646328149,896M,0.5,50,0.325962,50,896M,0.5,124894
1646328211,896M,0.5,50,0.40658,50,896M,0.5,264153
1646328274,896M,0.5,50,0.440731,50,896M,0.5,181619
1646328337,896M,0.5,50,0.440731,50,896M,0.5,227362
1646328405,896M,0.5,100,0.4212,100,896M,0.5,16290212
1646328474,896M,0.5,100,0.429304,100,896M,0.5,15712156
1646328543,896M,0.5,100,0.433963,100,896M,0.5,16021129
1646328612,896M,0.5,100,0.448829,100,896M,0.5,16639578
1646328680,896M,0.5,100,0.448986,100,896M,0.5,17130039
1646328750,896M,0.5,150,0.450063,150,896M,0.5,30106173
1646328821,896M,0.5,150,0.462294,150,896M,0.5,29172237
1646328892,896M,0.5,150,0.472654,150,896M,0.5,28446369
1646328962,896M,0.5,150,0.485296,150,896M,0.5,28946951
1646329032,896M,0.5,150,0.495501,150,896M,0.5,28865912
1646329104,896M,0.5,200,0.495234,200,896M,0.5,36244424
1646329180,896M,0.5,200,0.495895,200,896M,0.5,36282777
1646329256,896M,0.5,200,0.496735,200,896M,0.5,36563876
1646329333,896M,0.5,200,0.498222,200,896M,0.5,37164793
1646329411,896M,0.5,200,0.498413,200,896M,0.5,36081779
1646329489,896M,0.5,250,0.498001,250,896M,0.5,41155236
1646329575,896M,0.5,250,0.498511,250,896M,0.5,40855177
1646329662,896M,0.5,250,0.498555,250,896M,0.5,41111347
1646329750,896M,0.5,250,0.498531,250,896M,0.5,41232373
1646329835,896M,0.5,250,0.498243,250,896M,0.5,41179371
1646329924,896M,0.5,300,0.498259,300,896M,0.5,42946627
1646330248,1024M,0.5,50,0.366014,50,1024M,0.5,217782
1646330311,1024M,0.5,50,0.418637,50,1024M,0.5,187359
1646330373,1024M,0.5,50,0.464638,50,1024M,0.5,184788
1646330436,1024M,0.5,50,0.459072,50,1024M,0.5,180800
1646330499,1024M,0.5,50,0.438018,50,1024M,0.5,179667
1646330568,1024M,0.5,100,0.41908,100,1024M,0.5,14975515
1646330636,1024M,0.5,100,0.430329,100,1024M,0.5,14796698
1646330705,1024M,0.5,100,0.43405,100,1024M,0.5,15523755
1646330774,1024M,0.5,100,0.440312,100,1024M,0.5,16473856
1646330842,1024M,0.5,100,0.447161,100,1024M,0.5,16058385
1646330913,1024M,0.5,150,0.44782,150,1024M,0.5,28235123
1646330984,1024M,0.5,150,0.457172,150,1024M,0.5,29500517
1646331054,1024M,0.5,150,0.482785,150,1024M,0.5,28897736
1646331124,1024M,0.5,150,0.482785,150,1024M,0.5,28934765
1646331194,1024M,0.5,150,0.493975,150,1024M,0.5,30147559
1646331266,1024M,0.5,200,0.492139,200,1024M,0.5,36432453
1646331342,1024M,0.5,200,0.493019,200,1024M,0.5,36044300
1646331417,1024M,0.5,200,0.495174,200,1024M,0.5,36104822
1646331494,1024M,0.5,200,0.496591,200,1024M,0.5,35888878
1646331572,1024M,0.5,250,0.497454,250,1024M,0.5,41343058
1646331658,1024M,0.5,250,0.497562,250,1024M,0.5,41123353
1646331745,1024M,0.5,250,0.49788,250,1024M,0.5,40644904
1646331833,1024M,0.5,300,0.498036,300,1024M,0.5,42923368
1646331925,1024M,0.5,300,0.498026,300,1024M,0.5,43043446
1646332018,1024M,0.5,300,0.498,300,1024M,0.5,42800470
1646332111,1024M,0.5,300,0.497824,300,1024M,0.5,42922305
1646332207,1024M,0.5,350,0.498443,350,1024M,0.5,44700940
1646332527,1152M,0.5,50,0.36641,50,1152M,0.5,174299
1646332590,1152M,0.5,50,0.447764,50,1152M,0.5,115298
1646332653,1152M,0.5,50,0.459795,50,1152M,0.5,186113
1646332715,1152M,0.5,50,0.445597,50,1152M,0.5,175703
1646332778,1152M,0.5,50,0.440012,50,1152M,0.5,181755
1646332847,1152M,0.5,100,0.419878,100,1152M,0.5,14673296
1646332916,1152M,0.5,100,0.429295,100,1152M,0.5,14427015
1646332984,1152M,0.5,100,0.437357,100,1152M,0.5,14426474
1646333053,1152M,0.5,100,0.446826,100,1152M,0.5,14528077
1646333122,1152M,0.5,100,0.445966,100,1152M,0.5,13793505
1646333193,1152M,0.5,150,0.445093,150,1152M,0.5,28999940
1646333263,1152M,0.5,150,0.459223,150,1152M,0.5,28562900
1646333333,1152M,0.5,150,0.472682,150,1152M,0.5,29486312
1646333403,1152M,0.5,150,0.483509,150,1152M,0.5,28879458
1646333474,1152M,0.5,150,0.496656,150,1152M,0.5,28876622
1646333545,1152M,0.5,200,0.494251,200,1152M,0.5,35988016
1646333621,1152M,0.5,200,0.491357,200,1152M,0.5,36130666
1646333696,1152M,0.5,200,0.493915,200,1152M,0.5,35959334
1646333773,1152M,0.5,200,0.495842,200,1152M,0.5,35712699
1646333849,1152M,0.5,200,0.498379,200,1152M,0.5,36014411
1646333926,1152M,0.5,250,0.49853,250,1152M,0.5,40870444
1646334011,1152M,0.5,250,0.498594,250,1152M,0.5,40974850
1646334098,1152M,0.5,250,0.49832,250,1152M,0.5,40479038
1646334184,1152M,0.5,250,0.4983,250,1152M,0.5,40905895
1646334270,1152M,0.5,250,0.498463,250,1152M,0.5,40731025
1646334358,1152M,0.5,300,0.498463,300,1152M,0.5,42606863
1646334451,1152M,0.5,300,0.498332,300,1152M,0.5,43039055
1646334544,1152M,0.5,300,0.498131,300,1152M,0.5,42586965
1646334639,1152M,0.5,350,0.497997,350,1152M,0.5,45928171
1646334890,1280M,0.5,50,0.331173,50,1280M,0.5,188462
1646334952,1280M,0.5,50,0.431067,50,1280M,0.5,190509
1646335015,1280M,0.5,50,0.45864,50,1280M,0.5,169556
1646335078,1280M,0.5,50,0.458516,50,1280M,0.5,187787
1646335141,1280M,0.5,50,0.439513,50,1280M,0.5,189074
1646335210,1280M,0.5,100,0.422587,100,1280M,0.5,14760217
1646335278,1280M,0.5,100,0.429201,100,1280M,0.5,14757291
1646335347,1280M,0.5,100,0.43511,100,1280M,0.5,15241447
1646335416,1280M,0.5,100,0.440372,100,1280M,0.5,14780169
1646335484,1280M,0.5,100,0.458341,100,1280M,0.5,14595262
1646335555,1280M,0.5,150,0.447353,150,1280M,0.5,28859940
1646335625,1280M,0.5,150,0.459816,150,1280M,0.5,28319580
1646335695,1280M,0.5,150,0.4729,150,1280M,0.5,28694867
1646335765,1280M,0.5,150,0.482038,150,1280M,0.5,28821846
1646335836,1280M,0.5,150,0.492818,150,1280M,0.5,28921150
1646335907,1280M,0.5,200,0.492818,200,1280M,0.5,36292744
1646335983,1280M,0.5,200,0.491797,200,1280M,0.5,36044262
1646336059,1280M,0.5,200,0.491473,200,1280M,0.5,36025003
1646336135,1280M,0.5,200,0.49686,200,1280M,0.5,35686702
1646336212,1280M,0.5,200,0.498681,200,1280M,0.5,36289934
1646336289,1280M,0.5,250,0.498681,250,1280M,0.5,40782840
1646336375,1280M,0.5,250,0.498347,250,1280M,0.5,41196159
1646336463,1280M,0.5,250,0.498237,250,1280M,0.5,40387096
1646336551,1280M,0.5,300,0.497986,300,1280M,0.5,42994792
1646336643,1280M,0.5,300,0.497772,300,1280M,0.5,43342027
1646336737,1280M,0.5,300,0.497889,300,1280M,0.5,42932958
1646336829,1280M,0.5,300,0.49872,300,1280M,0.5,43166678
1646336924,1280M,0.5,350,0.498806,350,1280M,0.5,46129404
1646337024,1280M,0.5,350,0.498523,350,1280M,0.5,45939205
1646337123,1280M,0.5,350,0.497812,350,1280M,0.5,45764823
1646337225,1280M,0.5,400,0.498395,400,1280M,0.5,47903889
1646337327,1280M,0.5,400,0.498325,400,1280M,0.5,47030288
1646337430,1280M,0.5,450,0.498105,450,1280M,0.5,48258443
1646337674,1408M,0.5,50,0.341358,50,1408M,0.5,175678
1646337737,1408M,0.5,50,0.421574,50,1408M,0.5,185643
1646337799,1408M,0.5,50,0.470253,50,1408M,0.5,182430
1646337862,1408M,0.5,50,0.460599,50,1408M,0.5,189424
1646337931,1408M,0.5,100,0.440781,100,1408M,0.5,15431672
1646338000,1408M,0.5,100,0.426201,100,1408M,0.5,15135506
1646338068,1408M,0.5,100,0.432459,100,1408M,0.5,15605566
1646338137,1408M,0.5,100,0.442932,100,1408M,0.5,16273001
1646338206,1408M,0.5,100,0.44965,100,1408M,0.5,15898258
1646338277,1408M,0.5,150,0.460992,150,1408M,0.5,28664075
1646338347,1408M,0.5,150,0.461209,150,1408M,0.5,29105266
1646338417,1408M,0.5,150,0.472629,150,1408M,0.5,29343363
1646338487,1408M,0.5,150,0.483998,150,1408M,0.5,29433669
1646338557,1408M,0.5,150,0.494372,150,1408M,0.5,29303880
1646338629,1408M,0.5,200,0.494679,200,1408M,0.5,36494625
1646338705,1408M,0.5,200,0.494249,200,1408M,0.5,36331078
1646338781,1408M,0.5,200,0.495787,200,1408M,0.5,36264260
1646338859,1408M,0.5,200,0.497029,200,1408M,0.5,35822527
1646338935,1408M,0.5,200,0.498635,200,1408M,0.5,36162619
1646339013,1408M,0.5,250,0.498331,250,1408M,0.5,40952588
1646339099,1408M,0.5,250,0.498579,250,1408M,0.5,41003363
1646339186,1408M,0.5,250,0.498447,250,1408M,0.5,40787550
1646339274,1408M,0.5,300,0.498012,300,1408M,0.5,43199098
1646339367,1408M,0.5,300,0.497965,300,1408M,0.5,43176529
1646339462,1408M,0.5,300,0.49778,300,1408M,0.5,43289228
1646339555,1408M,0.5,300,0.498389,300,1408M,0.5,42986495
1646339651,1408M,0.5,350,0.498544,350,1408M,0.5,46143427
1646339750,1408M,0.5,350,0.498432,350,1408M,0.5,45969229
1646339850,1408M,0.5,350,0.498343,350,1408M,0.5,46415653
1646339951,1408M,0.5,400,0.498451,400,1408M,0.5,47036633
